Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1]
4.34512	-4.68004e-07 -2.92753e-07	 -1.12563 -0.213093   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.34612	-4.68413e-07 -2.92585e-07	 -1.12563 -0.213091   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.34711	-4.68823e-07 -2.92419e-07	 -1.12564 -0.213089   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.34811	 -4.6923e-07 -2.92255e-07	 -1.12564 -0.213087   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.34912	-4.69637e-07 -2.92093e-07	 -1.12565 -0.213085   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.35011	-4.70043e-07 -2.91932e-07	 -1.12565 -0.213083   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.35107	-4.70438e-07 -2.91779e-07	-1.12566 -0.21308  14.1742  4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727606	
4.35207	-4.70816e-07 -2.91633e-07	 -1.12567 -0.213078   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.35311	-4.70816e-07 -2.91633e-07	-1.12572  -0.2131  14.1742  4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.35406	-4.71609e-07 -2.91329e-07	 -1.12572 -0.213097   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.35511	-4.72023e-07 -2.91164e-07	 -1.12573 -0.213095   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.35611	 -4.7238e-07 -2.91022e-07	 -1.12573 -0.213093   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.35711	-4.72809e-07 -2.90849e-07	 -1.12574 -0.213091   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.35811	-4.73217e-07 -2.90682e-07	 -1.12574 -0.213088   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.35911	-4.73615e-07 -2.90519e-07	 -1.12575 -0.213086   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36011	-4.73971e-07 -2.90372e-07	 -1.12575 -0.213084   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36111	-4.74394e-07 -2.90197e-07	 -1.12576 -0.213082   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36211	-4.74837e-07 -2.90014e-07	 -1.12577 -0.213079   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36311	-4.75152e-07 -2.89881e-07	 -1.12577 -0.213077   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36411	-4.75572e-07 -2.89706e-07	 -1.12578 -0.213075   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36511	-4.75973e-07 -2.89539e-07	 -1.12578 -0.213073   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36611	-4.76402e-07 -2.89362e-07	-1.12579 -0.21307  14.1742  4.35011	64.9894 32.8214 14.1742 4.35011	64.9894 32.8214 14.1742 4.35011	-0.727607	
4.36709	-4.76753e-07 -2.89214e-07	 -1.12579 -0.213068   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.36807	-4.77181e-07 -2.89038e-07	  -1.1258 -0.213066   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.36907	-4.77181e-07 -2.89038e-07	  -1.1258 -0.213063   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99336	-0.727607	
4.37007	-4.77953e-07 -2.88727e-07	 -1.12581 -0.213061   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727607	
4.37107	-4.78292e-07 -2.88591e-07	 -1.12582 -0.213059   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727607	
4.37207	-4.78292e-07 -2.88591e-07	 -1.12582 -0.213057   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727607	
4.37307	-4.78715e-07 -2.88425e-07	 -1.12583 -0.213055   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727607	
4.37407	-4.79109e-07 -2.88272e-07	 -1.12583 -0.213053   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727607	
4.37507	-4.79878e-07 -2.87983e-07	 -1.12584 -0.213051   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727607	
4.37607	-4.79878e-07 -2.87983e-07	 -1.12585 -0.213048   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.37707	-4.80282e-07 -2.87835e-07	 -1.1259 -0.21307  14.1742  4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.37807	-4.80997e-07 -2.87575e-07	  -1.1259 -0.213067   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.37907	-4.80997e-07 -2.87575e-07	 -1.12591 -0.213065   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.38008	-4.81418e-07 -2.87416e-07	 -1.12591 -0.213063   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.38108	-4.82134e-07 -2.87143e-07	-1.12592 -0.21306  14.1742  4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.38207	-4.82511e-07 -2.86998e-07	 -1.12592 -0.213058   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0644 5.99335	-0.727608	
4.38307	-4.82511e-07 -2.86998e-07	 -1.12593 -0.213056   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.38407	-4.82902e-07 -2.86846e-07	 -1.12593 -0.213054   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.38507	 -4.8367e-07 -2.86546e-07	 -1.12594 -0.213051   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.38607	-4.84041e-07 -2.86401e-07	 -1.12595 -0.213049   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.38707	-4.84414e-07 -2.86254e-07	 -1.12595 -0.213047   14.1742   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.38807	-4.84414e-07 -2.86254e-07	 -1.12596 -0.213045   14.1743   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.38907	-4.85147e-07 -2.85968e-07	 -1.12596 -0.213042   14.1743   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39007	-4.85517e-07 -2.85825e-07	-1.12597 -0.21304  14.1743  4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39107	-4.85896e-07 -2.85677e-07	 -1.12597 -0.213038   14.1743   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39207	-4.85896e-07 -2.85677e-07	 -1.12598 -0.213036   14.1743   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39307	-4.86282e-07 -2.85529e-07	 -1.12599 -0.213033   14.1743   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39407	-4.86999e-07 -2.85259e-07	 -1.12599 -0.213031   14.1743   4.35011	64.9894 32.8214 14.1742 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39507	-4.86999e-07 -2.85259e-07	   -1.126 -0.213029   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39607	-4.87381e-07 -2.85116e-07	   -1.126 -0.213027   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39707	-4.87747e-07 -2.84982e-07	 -1.12601 -0.213025   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39807	-4.88082e-07 -2.84863e-07	 -1.12601 -0.213023   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.39907	-4.88453e-07 -2.84732e-07	-1.12602 -0.21302  14.1743  4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727608	
4.40007	-4.89191e-07 -2.84483e-07	 -1.12603 -0.213018   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40107	-4.89191e-07 -2.84483e-07	 -1.12608 -0.213039   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40207	-4.89555e-07  -2.8436e-07	 -1.12608 -0.213037   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40307	-4.89917e-07 -2.84237e-07	 -1.12609 -0.213035   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40407	-4.90278e-07 -2.84112e-07	 -1.12609 -0.213032   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40507	 -4.9064e-07 -2.83986e-07	 -1.1261 -0.21303  14.1743  4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40607	 -4.9099e-07 -2.83863e-07	  -1.1261 -0.213028   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40707	-4.91712e-07 -2.83603e-07	 -1.12611 -0.213025   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.40807	-4.92071e-07 -2.83472e-07	 -1.12612 -0.213023   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	64.9894 32.8214 14.1743 4.35011	-0.727609	
4.40907	-4.92071e-07 -2.83472e-07	 -1.12612 -0.213021   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41007	 -4.9244e-07 -2.83338e-07	 -1.12613 -0.213018   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41107	-4.92779e-07 -2.83215e-07	 -1.12613 -0.213016   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41207	-4.93458e-07 -2.82969e-07	 -1.12614 -0.213014   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41307	-4.93458e-07 -2.82969e-07	 -1.12614 -0.213012   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41407	-4.93825e-07 -2.82837e-07	-1.12615 -0.21301  14.1743  4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41507	-4.94199e-07 -2.82704e-07	 -1.12616 -0.213007   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5774 21.4487 18.0645 5.99335	-0.727609	
4.41607	-4.94543e-07 -2.82584e-07	 -1.12616 -0.213005   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99335	-0.727609	
4.41707	-4.95244e-07  -2.8234e-07	 -1.12617 -0.213003   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99335	-0.727609	
4.41807	-4.95584e-07 -2.82225e-07	 -1.12617 -0.213001   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99335	-0.727609	
4.41907	-4.95942e-07 -2.82105e-07	 -1.12618 -0.212999   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99335	-0.727609	
4.42007	-4.96267e-07 -2.81998e-07	 -1.12619 -0.212996   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99335	-0.727609	
4.42107	-4.96267e-07 -2.81998e-07	 -1.12619 -0.212994   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99335	-0.727609	
4.42207	-4.9695e-07 -2.8178e-07	  -1.1262 -0.212992   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727609	
4.42307	-4.9695e-07 -2.8178e-07	 -1.1262 -0.21299  14.1743  4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727609	
4.42407	-4.97333e-07 -2.81659e-07	 -1.12621 -0.212988   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.42507	-4.97683e-07 -2.81554e-07	 -1.12626 -0.213009   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.42607	-4.98366e-07 -2.81349e-07	 -1.12627 -0.213007   14.1743   4.35011	64.9894 32.8214 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.42707	-4.98366e-07 -2.81349e-07	 -1.12627 -0.213004   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.42807	-4.99052e-07 -2.81137e-07	 -1.12628 -0.213002   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.42907	-4.99392e-07 -2.81029e-07	-1.12628   -0.213  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43007	-4.99733e-07 -2.80919e-07	 -1.12629 -0.212997   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43107	-5.00071e-07 -2.80809e-07	 -1.12629 -0.212995   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43207	-5.00409e-07 -2.80699e-07	  -1.1263 -0.212993   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43307	-5.00746e-07 -2.80588e-07	-1.12631 -0.21299  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43407	-5.00746e-07 -2.80588e-07	 -1.12631 -0.212988   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43507	-5.01417e-07 -2.80367e-07	 -1.12632 -0.212986   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43607	-5.01752e-07 -2.80257e-07	 -1.12632 -0.212984   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43707	-5.01752e-07 -2.80257e-07	 -1.12633 -0.212981   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43807	-5.02091e-07 -2.80147e-07	 -1.12633 -0.212979   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.43907	-5.02749e-07 -2.79935e-07	 -1.12634 -0.212977   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44007	-5.03081e-07 -2.79831e-07	 -1.12635 -0.212975   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44107	-5.03411e-07 -2.79728e-07	 -1.12635 -0.212972   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44207	-5.03742e-07 -2.79627e-07	-1.12636 -0.21297  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44307	-5.03742e-07 -2.79627e-07	 -1.12636 -0.212968   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44407	-5.04086e-07 -2.79523e-07	 -1.12637 -0.212966   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44507	-5.04415e-07 -2.79426e-07	 -1.12638 -0.212964   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44607	-5.04744e-07 -2.79331e-07	 -1.12638 -0.212961   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44707	-5.05058e-07 -2.79244e-07	 -1.12639 -0.212959   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.72761	
4.44807	-5.05386e-07 -2.79155e-07	 -1.12639 -0.212957   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.44907	-5.05721e-07 -2.79068e-07	 -1.12644 -0.212978   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45007	-5.06046e-07 -2.78987e-07	 -1.12645 -0.212976   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45107	-5.06357e-07 -2.78906e-07	 -1.12645 -0.212974   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45207	-5.06684e-07  -2.7882e-07	 -1.12646 -0.212971   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45307	-5.07017e-07 -2.78731e-07	 -1.12647 -0.212969   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45407	 -5.0735e-07 -2.78641e-07	 -1.12647 -0.212966   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45507	-5.07664e-07 -2.78556e-07	 -1.12648 -0.212964   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45607	-5.07979e-07  -2.7847e-07	 -1.12648 -0.212962   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45707	 -5.0831e-07 -2.78378e-07	-1.12649 -0.21296  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45807	-5.08621e-07 -2.78293e-07	  -1.1265 -0.212957   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.45907	 -5.0895e-07 -2.78203e-07	  -1.1265 -0.212955   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46007	-5.09272e-07 -2.78115e-07	 -1.12651 -0.212953   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46108	-5.09596e-07 -2.78027e-07	-1.12651 -0.21295  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46207	-5.09913e-07 -2.77941e-07	 -1.12652 -0.212948   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46307	-5.10541e-07 -2.77771e-07	 -1.12652 -0.212946   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	64.9894 32.8213 14.1743 4.35011	-0.727611	
4.46407	-5.10857e-07 -2.77688e-07	 -1.12653 -0.212944   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46507	-5.10857e-07 -2.77688e-07	 -1.12654 -0.212942   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46607	-5.11172e-07 -2.77607e-07	 -1.12654 -0.212939   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46709	-5.11478e-07 -2.77529e-07	 -1.12655 -0.212937   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46807	-5.11802e-07  -2.7745e-07	 -1.12655 -0.212935   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.46907	-5.12116e-07 -2.77375e-07	 -1.12656 -0.212933   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.47007	-5.12733e-07 -2.77233e-07	-1.12657 -0.21293  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727611	
4.47107	-5.13047e-07 -2.77165e-07	 -1.12657 -0.212928   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727612	
4.47207	-5.13359e-07 -2.77099e-07	-1.12662 -0.21295  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727612	
4.47307	-5.13359e-07 -2.77099e-07	 -1.12663 -0.212947   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99334	-0.727612	
4.47407	-5.13689e-07 -2.77027e-07	 -1.12663 -0.212945   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0645 5.99333	-0.727612	
4.47507	   -5.14e-07 -2.76956e-07	 -1.12664 -0.212942   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.47607	-5.14288e-07  -2.7689e-07	-1.12665 -0.21294  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.47707	-5.14904e-07 -2.76744e-07	 -1.12665 -0.212938   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.47807	-5.15221e-07 -2.76669e-07	 -1.12666 -0.212936   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.47907	-5.15221e-07 -2.76669e-07	 -1.12666 -0.212933   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48008	-5.15514e-07 -2.76598e-07	 -1.12667 -0.212931   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48107	 -5.1582e-07 -2.76524e-07	 -1.12668 -0.212929   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48207	-5.16444e-07 -2.76371e-07	 -1.12668 -0.212926   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48307	-5.16444e-07 -2.76371e-07	 -1.12669 -0.212924   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48407	-5.16753e-07 -2.76295e-07	 -1.12669 -0.212922   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48507	-5.17039e-07 -2.76226e-07	  -1.1267 -0.212919   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48607	-5.17346e-07 -2.76153e-07	 -1.12671 -0.212917   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48707	-5.17648e-07 -2.76082e-07	 -1.12671 -0.212915   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48808	 -5.1795e-07 -2.76012e-07	 -1.12672 -0.212912   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.48907	-5.18243e-07 -2.75946e-07	-1.12672 -0.21291  14.1743  4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.49007	 -5.1854e-07 -2.75881e-07	 -1.12673 -0.212908   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.49107	 -5.1884e-07 -2.75818e-07	 -1.12674 -0.212906   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.49207	-5.19147e-07 -2.75756e-07	 -1.12674 -0.212904   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
4.49307	-5.19447e-07 -2.75698e-07	 -1.12675 -0.212902   14.1743   4.35011	64.9894 32.8213 14.1743 4.35011	33.5775 21.4487 18.0646 5.99333	-0.727612	
