Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1] 	 colinearity[1]
0.151057	 0.00106908 -0.00122199	109.281 37.5601 16.5885 4.17607	65.0682 33.0057 14.1631 4.31179	17.5092 11.0032 9.45635 2.81114	0	-0.00075223	
0.152057	 0.00109463 -0.00124107	109.944 38.1061 16.6593 4.22785	65.0603 32.9873 14.1612 4.31525	17.4733 10.9814 9.44606 2.81345	0	-0.00074152	
0.153105	 0.00112065 -0.00126034	110.621 38.6617 16.7324 4.28035	65.0521 32.9689 14.1596  4.3187	17.4375 10.9597 9.43582 2.81576	0	-0.000730972	
0.154092	 0.00114712 -0.00127979	111.308 39.2255 16.8076 4.33346	65.0437 32.9506 14.1583 4.32214	17.4018  10.938 9.42563 2.81807	0	-0.000720585	
0.155101	0.00117405 -0.0012994	112.003  39.796 16.8846 4.38709	65.0351 32.9325 14.1572 4.32557	17.3662 10.9163  9.4155 2.82038	0	-0.000710354	
0.156057	 0.00120141 -0.00131916	112.703  40.372 16.9632 4.44113	65.0262 32.9143 14.1563 4.32899	17.3308 10.8947 9.40543 2.82268	0	-0.000700276	
0.157058	 0.00122919 -0.00133907	113.405 40.9518  17.043 4.49546	65.0171 32.8963 14.1557  4.3324	17.2955 10.8732 9.39541 2.82499	0	-0.000690347	
0.158057	 0.00125739 -0.00135911	114.106  41.534 17.1238 4.54998	65.0078 32.8784 14.1554  4.3358	17.2604 10.8517 9.38546 2.82729	0	-0.000680564	
0.159114	 0.00128599 -0.00137927	114.804 42.1171 17.2054 4.60457	64.9983 32.8605 14.1553 4.33918	17.2254 10.8303 9.37557 2.82958	0	-0.000670924	
0.160076	 0.00131791 -0.00140159	114.804 42.1171 17.2054 4.60457	64.9875  32.841 14.1555 4.34289	17.2001 10.8141 9.37242 2.83324	0	-0.00163615	
0.161059	 0.00134436 -0.00141994	37.3872 34.6175 11.3239 4.87663	64.9787  32.825 14.1557 4.34592	17.1813 10.8023 9.37076 2.83678	0	-0.00251345	
0.162056	 0.00137411 -0.00144044	37.8041 34.8694  11.357 4.89887	 64.969 32.8072 14.1558 4.34927	 17.146 10.7807 9.36062 2.83895	0	-0.00247317	
0.163056	 0.00142131 -0.00123212	56.0751 40.3589   29.02 10.1161	64.9619 32.7964 14.1576 4.35102	33.2729 21.0883 18.0375  5.7342	0	-0.993793	
0.164059	  0.00150566 -0.000594356	55.5775 39.9524 28.7825 10.0195	64.9576 32.7958 14.1629 4.35032	33.1982 21.0377 17.9982 5.71846	0	-0.988213	
0.165057	 0.00158844 3.12771e-05	55.0431 39.5363 28.5205 9.91582	64.9534 32.7951 14.1681 4.34963	33.1379 20.9962 17.9668 5.70519	0	-0.983562	
0.166057	0.00166489 0.00060877	54.5467 39.1561 28.2717 9.81774	64.9494 32.7945 14.1729 4.34899	33.0678 20.9482 17.9304 5.68975	0	-0.978474	
0.167057	0.00173953 0.00117242	54.0566 38.7802 28.0263 9.72107	64.9455 32.7939 14.1777 4.34838	32.9985 20.9008 17.8945 5.67457	0	-0.973458	
0.168057	0.00181481 0.00174078	53.5554 38.3913 27.7789 9.62352	64.9415 32.7933 14.1825 4.34777	 32.936 20.8579  17.862 5.66096	0	-0.968791	
0.169056	0.00188284 0.00225414	53.0991 38.0458 27.5468 9.53243	64.9379 32.7928 14.1869 4.34722	32.8609 20.8068 17.8232 5.64459	0	-0.96356	
0.170057	0.00195176 0.00277416	52.6304 37.6858 27.3123 9.44028	64.9342 32.7922 14.1914 4.34667	 32.793 20.7605 17.7881 5.62989	0	-0.958698	
0.171058	0.00202132 0.00329895	52.1506 37.3126 27.0756  9.3472	64.9304 32.7916 14.1959 4.34611	32.7319 20.7187 17.7563 5.61675	0	-0.954181	
0.172057	0.00208408 0.00377228	51.7139 36.9814 26.8537 9.26034	64.9269  32.791    14.2 4.34562	32.6586 20.6689 17.7185 5.60095	0	-0.949122	
0.173057	0.00214762  0.0042515	51.2655 36.6363 26.6295 9.17246	64.9233 32.7904 14.2043 4.34512	32.5923 20.6238 17.6842 5.58675	0	-0.944415	
0.174056	0.00220945 0.00471776	50.8236 36.2959 26.4087 9.08594	64.9198 32.7898 14.2084 4.34465	32.5265  20.579 17.6502 5.57272	0	-0.939761	
0.175058	0.00227213 0.00519038	50.3688 35.9404  26.185 8.99821	64.9162 32.7892 14.2126 4.34417	32.4679 20.5391 17.6198 5.56035	0	-0.935473	
0.176073	0.00232826  0.0056137	50.3688 35.9404  26.185 8.99821	64.9129 32.7886 14.2164 4.34374	64.9129 32.7886 14.2164 4.34374	0	-0.930634	
0.177064	0.00238514 0.00604262	49.5341 35.3009 25.7649 8.83413	64.9095 32.7881 14.2203 4.34331	32.3331 20.4477 17.5501 5.53175	0	-0.926138	
0.178057	0.00243994 0.00645597	49.1208 34.9824  25.558 8.75334	64.9062 32.7875 14.2241 4.34291	32.2682 20.4037 17.5166 5.51811	0	-0.921632	
0.179058	0.00249601 0.00687895	 48.691 34.6451 25.3471 8.67082	64.9028 32.7869  14.228 4.34249	32.2117 20.3654 17.4874 5.50638	0	-0.917541	
0.180057	0.00254555 0.00725276	48.3068 34.3533 25.1517 8.59481	64.8998 32.7863 14.2315 4.34213	32.1421 20.3184 17.4514 5.49172	0	-0.912859	
0.181057	0.00259609 0.00763417	47.9086 34.0451 24.9531  8.5174	64.8966 32.7858 14.2351 4.34177	32.0799 20.2763 17.4193 5.47877	0	-0.908547	
0.182056	0.00264513 0.00800444	47.5163 33.7412 24.7574  8.4412	64.8935 32.7852 14.2386 4.34142	32.0181 20.2346 17.3874 5.46598	0	-0.904283	
0.183058	0.00268909 0.00833642	47.1604 33.4736 24.5744 8.37028	64.8907 32.7847 14.2418 4.34111	31.9465 20.1863 17.3505 5.45096	0	-0.899578	
0.184057	0.00273876 0.00871173	46.7491  33.146 24.3751 8.29238	64.8875 32.7841 14.2454 4.34077	31.8962 20.1523 17.3244 5.44083	0	-0.895896	
0.185057	0.00278347 0.00904964	46.3742 32.8549 24.1883 8.21975	64.8846 32.7835 14.2487 4.34046	31.8359 20.1117 17.2933 5.42847	0	-0.891769	
0.186056	0.00282679  0.0093773	46.0049 32.5679 24.0043 8.14826	64.8817  32.783 14.2519 4.34017	31.7762 20.0715 17.2625 5.41625	0	-0.887689	
0.187058	0.00287025 0.00970623	45.6275 32.2705 23.8189  8.0761	64.8787 32.7824 14.2551 4.33988	31.7216 20.0347 17.2342 5.40524	0	-0.883872	
0.188057	0.00290929  0.0100019	45.2832 32.0066  23.645 8.00873	 64.876 32.7819 14.2581 4.33962	 31.658  19.992 17.2015 5.39221	0	-0.879656	
0.189057	0.00294857  0.0102995	44.9305 31.7318 23.4694 7.94063	64.8733 32.7813 14.2611 4.33937	31.5997 19.9529 17.1713  5.3804	0	-0.875707	
0.190056	0.00298659  0.0105879	44.5828 31.4607 23.2965 7.87357	64.8706 32.7808  14.264 4.33912	 31.542 19.9141 17.1415 5.36874	0	-0.871805	
0.191059	0.00302468  0.0108771	44.2276 31.1797 23.1222 7.80585	64.8678 32.7803  14.267 4.33889	31.4891 19.8786 17.1142 5.35823	0	-0.868151	
0.192058	0.00305877  0.0111361	43.9037 30.9307 22.9588 7.74271	64.8653 32.7797 14.2697 4.33868	31.4277 19.8375 17.0825 5.34579	0	-0.864121	
0.193066	0.00309333   0.011399	43.9037 30.9307 22.9588 7.74271	64.8627 32.7792 14.2724 4.33847	31.3723 19.8004 17.0539 5.33475	0	-0.86039	
0.194057	0.00312613  0.0116489	43.2447 30.4153 22.6314 7.61595	64.8602 32.7787 14.2751 4.33827	31.3156 19.7625 17.0246 5.32341	0	-0.856613	
0.195058	0.00315949  0.0119033	42.9078 30.1469 22.4668 7.55208	64.8577 32.7782 14.2778 4.33808	31.2652 19.7288 16.9986 5.31357	0	-0.853158	
0.196057	0.00318876  0.0121268	 42.606  29.915 22.3142 7.49326	64.8554 32.7777 14.2803 4.33791	31.2052 19.6887 16.9676 5.30151	0	-0.849266	
0.197056	0.00321838  0.0123533	42.2938 29.6701 22.1593 7.43338	 64.853 32.7772 14.2828 4.33774	31.1508 19.6524 16.9395 5.29076	0	-0.845655	
0.198056	0.00324692  0.0125719	41.9863 29.4285 22.0068 7.37444	64.8507 32.7767 14.2852 4.33759	31.0969 19.6164 16.9117 5.28015	0	-0.842087	
0.199059	0.0032729 0.0127712	   41.7 29.2087 21.8619 7.31869	64.8485 32.7763 14.2874 4.33745	31.0379 19.5771 16.8812 5.26838	0	-0.8383	
0.200058	0.00329901   0.012972	41.4048 28.9773 21.7151 7.26203	64.8463 32.7758 14.2897 4.33731	30.9839 19.5411 16.8533 5.25777	0	-0.834764	
0.201057	0.00332423  0.0131662	41.1127 28.7477 21.5701  7.2061	64.8441 32.7753  14.292 4.33719	30.9309 19.5059 16.8259 5.24741	0	-0.83129	
0.202057	0.00334389  0.0133179	40.8799 28.5822 21.4448  7.1585	64.8424 32.7749 14.2937 4.33709	30.8602 19.4587 16.7895 5.23291	0	-0.827004	
0.203084	0.00337429  0.0135531	40.5081 28.2604 21.2762 7.09233	64.8397 32.7743 14.2965 4.33694	30.8375 19.4439 16.7776 5.22968	0	-0.824987	
0.204057	0.00339599  0.0137214	40.2357 28.0479 21.1401 7.03993	64.8377 32.7739 14.2985 4.33684	30.7837 19.4082 16.7498 5.21918	0	-0.821529	
0.205098	0.00341796  0.0138924	39.9521  27.821 21.0012 6.98628	64.8356 32.7734 14.3006 4.33675	30.7356 19.3763 16.7249 5.21002	0	-0.818353	
0.206057	0.00343832  0.0140512	39.6814 27.6069 20.8671 6.93463	64.8337  32.773 14.3026 4.33666	30.6852 19.3429 16.6988  5.2003	0	-0.815082	
0.207057	0.00345726  0.0141995	39.4218 27.4038 20.7375 6.88478	64.8318 32.7726 14.3045 4.33659	30.6329 19.3082 16.6718 5.19016	0	-0.811739	
0.208056	0.00347588  0.0143457	39.1586  27.195 20.6075 6.83471	64.8299 32.7721 14.3063 4.33651	30.5836 19.2756 16.6463 5.18073	0	-0.808554	
0.209058	0.00348578  0.0144643	38.8849 26.9739 20.4742 6.78311	64.8282 32.7718 14.3081 4.33649	30.5376 19.2453 16.6224 5.17223	0	-0.805557	
0.210057	0.00351042  0.0146187	38.6452 26.7872 20.3539 6.73708	64.8263 32.7713 14.3099 4.33639	30.4862 19.2112 16.5958 5.16218	0	-0.802283	
0.211057	0.00352649  0.0147465	38.3933 26.5864 20.2298 6.68929	64.8245 32.7709 14.3116 4.33634	30.4385 19.1798 16.5712 5.15316	0	-0.79922	
0.212056	0.00354158  0.0148672	38.1476  26.391 20.1083 6.64258	64.8228 32.7705 14.3133  4.3363	30.3906 19.1481 16.5463 5.14407	0	-0.796157	
0.213057	0.00355638  0.0149863	37.8969 26.1883 19.9861 6.59542	64.8211 32.7701  14.315 4.33626	 30.346 19.1188 16.5232 5.13578	0	-0.793265	
0.214056	0.0035697  0.015094	37.6615 26.0017 19.8694 6.55061	64.8195 32.7697 14.3165 4.33623	30.2981 19.0872 16.4984  5.1267	0	-0.79023	
0.215056	0.00358273  0.0152002	37.4211 25.8077 19.7519 6.50531	64.8179 32.7693  14.318  4.3362	30.2535 19.0579 16.4752 5.11842	0	-0.787366	
0.216059	0.00359478  0.0152991	37.1881 25.6208 19.6374 6.46128	64.8163 32.7689 14.3195 4.33619	30.2081  19.028 16.4517 5.10994	0	-0.784478	
0.217057	0.0036055 0.0153877	36.9706 25.4503 19.5285 6.41958	64.8149 32.7686 14.3209 4.33617	30.1593 18.9959 16.4264 5.10065	0	-0.781445	
0.218056	0.00361601  0.0154755	36.7465 25.2706 19.4182  6.3772	64.8134 32.7682 14.3223 4.33616	30.1143 18.9663 16.4031 5.09227	0	-0.7786	
0.219056	0.00362583  0.0155583	36.5256 25.0931 19.3097 6.33546	 64.812 32.7679 14.3236 4.33616	30.0698 18.9372   16.38 5.08401	0	-0.775794	
0.220058	0.00363352  0.0156239	36.3424 24.9582 19.2138 6.29915	64.8108 32.7676 14.3247 4.33616	30.0149 18.9009 16.3515 5.07321	0	-0.77251	
0.221058	0.00364334  0.0157087	 36.094 24.7454 19.0978 6.25402	64.8093 32.7672 14.3261 4.33617	29.9822 18.8798 16.3345 5.06781	0	-0.770283	
0.222057	0.00365108  0.0157766	 35.884 24.5761 18.9946 6.21438	 64.808 32.7668 14.3273 4.33618	29.9389 18.8514 16.3119 5.05981	0	-0.767567	
0.223058	0.00365779  0.0158365	35.6884 24.4224 18.8967 6.17695	64.8068 32.7665 14.3284  4.3362	29.8924 18.8209 16.2878 5.05105	0	-0.764718	
0.224057	0.00366461  0.0158986	35.4731  24.244 18.7931 6.13696	64.8055 32.7662 14.3296 4.33622	29.8537 18.7957 16.2676 5.04417	0	-0.762242	
0.225057	0.00367043  0.0159528	35.2728 24.0819 18.6949 6.09925	64.8043 32.7659 14.3307 4.33624	29.8117 18.7683 16.2458 5.03648	0	-0.759624	
0.226058	0.00367567   0.016003	35.2728 24.0819 18.6949 6.09925	64.8031 32.7656 14.3317 4.33627	29.7705 18.7414 16.2243 5.02898	0	-0.757056	
0.227057	0.00368038  0.0160498	34.8754  23.757 18.5014 6.02479	64.8019 32.7653 14.3328  4.3363	29.7309 18.7156 16.2037 5.02188	0	-0.754575	
0.228083	0.00368437   0.016091	34.6847  23.602 18.4081 5.98894	64.8009  32.765 14.3337 4.33634	29.6901 18.6891 16.1824 5.01446	0	-0.752047	
0.229057	0.00368777   0.016128	34.4983 23.4508 18.3167 5.95386	64.7998 32.7647 14.3346 4.33638	29.6494 18.6625 16.1612 5.00704	0	-0.749531	
0.230058	0.00369041  0.0161587	34.3282 23.3179 18.2311 5.92124	64.7989 32.7645 14.3354 4.33642	29.6049 18.6334  16.138 4.99869	0	-0.746853	
0.231057	0.00369295  0.0161908	34.1305 23.1502 18.1373  5.8849	64.7978 32.7642 14.3364 4.33647	29.5703 18.6111 16.1199 4.99279	0	-0.744648	
0.232084	0.00369471  0.0162162	33.9529 23.0054 18.0504 5.85154	64.7969 32.7639 14.3372 4.33652	29.5308 18.5854 16.0993 4.98566	0	-0.742224	
0.233058	0.00369583  0.0162357	33.7965 22.8852 17.9709 5.82133	64.7961 32.7637 14.3378 4.33657	 29.486 18.5561  16.076  4.9772	0	-0.739564	
0.234057	0.00369667  0.0162563	33.6045 22.7201 17.8804 5.78626	64.7951 32.7634 14.3387 4.33663	29.4535 18.5353 16.0589 4.97179	0	-0.737488	
0.235056	0.0036969 0.0162705	33.4407 22.5881 17.7996  5.7553	64.7943 32.7632 14.3393 4.33669	29.4136 18.5094 16.0381 4.96452	0	-0.735075	
0.236056	0.00369665  0.0162822	33.2702 22.4465 17.7171 5.72355	64.7935  32.763   14.34 4.33675	 29.377 18.4857  16.019 4.95807	0	-0.732826	
0.237058	0.0036959 0.0162903	33.1034 22.3081 17.6363 5.69246	64.7927 32.7628 14.3406 4.33681	29.3405 18.4621 15.9998 4.95162	0	-0.730592	
0.238057	0.00369475  0.0162948	32.9479 22.1824 17.5597 5.66311	 64.792 32.7626 14.3412 4.33688	29.3018  18.437 15.9796  4.9446	0	-0.728262	
0.239056	0.00369311  0.0162965	32.7891 22.0514 17.4825 5.63345	64.7913 32.7623 14.3417 4.33695	29.2652 18.4134 15.9604 4.93812	0	-0.726043	
0.240056	0.00369102   0.016295	32.6328  21.922 17.4066 5.60426	64.7906 32.7622 14.3423 4.33702	29.2291 18.3901 15.9415 4.93173	0	-0.723855	
0.241058	0.00368865  0.0162908	32.4875 21.8052 17.3347 5.57678	  64.79  32.762 14.3427 4.33709	29.1909 18.3653 15.9215 4.92478	0	-0.721574	
0.242064	0.00368555  0.0162831	32.3281 21.6693 17.2587 5.54741	64.7894 32.7618 14.3432 4.33717	 29.158 18.3442 15.9041 4.91918	0	-0.719554	
0.243088	0.00368218  0.0162728	32.1792 21.5454 17.1865 5.51967	64.7888 32.7616 14.3436 4.33724	 29.123 18.3217 15.8858 4.91305	0	-0.717447	
0.244092	0.00367842  0.0162597	32.0333  21.424 17.1158 5.49248	64.7883 32.7614  14.344 4.33732	29.0883 18.2994 15.8676 4.90696	0	-0.715359	
0.245095	0.00367459  0.0162452	   31.9 21.3173 17.0496 5.46722	64.7878 32.7613 14.3444  4.3374	 29.051 18.2752  15.848 4.90017	0	-0.713157	
0.246092	0.00366998  0.0162265	31.7557 21.1954 16.9803 5.44049	64.7873 32.7611 14.3447 4.33748	 29.018 18.2541 15.8306 4.89448	0	-0.711165	
0.247094	0.00366459  0.0162034	 31.604 21.0627 16.9091 5.41283	64.7868  32.761  14.345 4.33757	28.9882 18.2352 15.8148  4.8896	0	-0.709331	
0.248092	0.00365929  0.0161798	31.4678 20.9487 16.8432 5.38749	64.7864 32.7609 14.3453 4.33766	28.9549 18.2138 15.7973  4.8838	0	-0.707341	
0.249096	0.0036542 0.0161564	 31.346 20.8519 16.7825 5.36434	64.7861 32.7607 14.3455 4.33774	28.9185 18.1903 15.7781 4.87716	0	-0.705212	
0.250057	0.00364828  0.0161284	31.2149  20.742 16.7191 5.33997	64.7857 32.7606 14.3457 4.33782	28.8857 18.1693 15.7609 4.87147	0	-0.703264	
0.251091	0.0036413 0.0160945	31.0725 20.6162 16.6525 5.31407	64.7854 32.7605 14.3459 4.33792	28.8572 18.1513 15.7457 4.86687	0	-0.701522	
0.252091	0.0036353 0.0160649	 30.957 20.5241  16.595 5.29214	64.7851 32.7604 14.3461   4.338	 28.822 18.1286 15.7272 4.86048	0	-0.699474	
0.25306	0.00362835    0.01603	30.8318 20.4182 16.5347 5.26893	64.7848 32.7603 14.3462 4.33809	28.7905 18.1084 15.7105 4.85506	0	-0.697607	
0.254061	0.00362038  0.0159893	30.6978 20.2996  16.472 5.24454	64.7846 32.7602 14.3463 4.33819	28.7625 18.0907 15.6956 4.85052	0	-0.695907	
0.25506	0.00361277    0.01595	30.5769 20.1971  16.414 5.22215	64.7844 32.7601 14.3464 4.33829	28.7316 18.0711 15.6793 4.84523	0	-0.694084	
0.25606	0.00360487  0.0159086	30.4583 20.0962  16.357 5.20018	64.7842 32.7601 14.3464 4.33838	28.7011 18.0516 15.6631 4.83999	0	-0.692283	
0.25706	0.00359833  0.0158742	30.3633 20.0254  16.308 5.18173	64.7841   32.76 14.3465 4.33846	28.6649 18.0282 15.6441 4.83322	0	-0.690224	
0.258062	0.00358823  0.0158204	30.2272 19.8992 16.2461 5.15741	64.7839 32.7599 14.3465 4.33857	 28.641 18.0134 15.6312 4.82972	0	-0.688745	
0.259075	0.00357944  0.0157732	30.2272 19.8992 16.2461 5.15741	64.7838 32.7599 14.3464 4.33866	28.6116 17.9947 15.6155 4.82472	0	-0.687017	
0.260059	0.00357131  0.0157292	30.0133 19.7206 16.1422  5.1175	64.7838 32.7598 14.3464 4.33875	28.5796 17.9742 15.5987 4.81902	0	-0.685178	
0.261092	0.00356212  0.0156792	29.9049 19.6277 16.0903 5.09747	64.7837 32.7598 14.3463 4.33885	28.5507 17.9559 15.5832 4.81409	0	-0.683483	
0.262061	0.00355261  0.0156272	29.7977 19.5353 16.0391  5.0777	64.7837 32.7598 14.3462 4.33894	28.5222 17.9378 15.5681 4.80928	0	-0.681818	
0.263095	0.0035429 0.0155738	29.6928 19.4449  15.989 5.05835	64.7837 32.7597 14.3461 4.33904	28.4939 17.9199  15.553 4.80449	0	-0.680168	
0.264091	0.00353192  0.0155132	29.5801 19.3428 15.9367 5.03793	64.7837 32.7597 14.3459 4.33915	28.4686 17.9041 15.5394 4.80048	0	-0.678659	
0.265095	0.00352269   0.015462	29.4879 19.2675 15.8914  5.0206	64.7838 32.7597 14.3457 4.33923	28.4385 17.8849 15.5234 4.79516	0	-0.676939	
0.26606	0.00351227   0.015404	29.3883 19.1811  15.844 5.00227	64.7839 32.7597 14.3455 4.33933	28.4112 17.8677 15.5088 4.79057	0	-0.675352	
0.267085	0.00350064   0.015339	29.2823 19.0847 15.7948 4.98305	 64.784 32.7597 14.3453 4.33944	28.3864 17.8522 15.4954 4.78664	0	-0.673887	
0.268092	0.00349078  0.0152837	29.1946 19.0125 15.7519 4.96661	64.7841 32.7597 14.3451 4.33952	28.3575 17.8338 15.4801 4.78156	0	-0.672238	
0.269099	0.00347973  0.0152216	29.1003 18.9301 15.7071 4.94927	64.7843 32.7597 14.3448 4.33962	28.3311 17.8172 15.4659 4.77714	0	-0.670711	
0.270061	0.00346739  0.0151521	28.9996 18.8379 15.6606 4.93106	64.7845 32.7598 14.3445 4.33973	28.3071 17.8022 15.4529 4.77337	0	-0.6693	
0.271075	0.00345704  0.0150936	28.9996 18.8379 15.6606 4.93106	64.7847 32.7598 14.3442 4.33981	28.2792 17.7845  15.438 4.76848	0	-0.667714	
0.272097	0.00344531  0.0150273	28.8268 18.6899 15.5776 4.89907	 64.785 32.7598 14.3439 4.33991	28.2539 17.7686 15.4244 4.76428	0	-0.666252	
0.273102	0.00343354  0.0149606	28.7394  18.613 15.5362 4.88301	64.7852 32.7599 14.3436 4.34001	28.2286 17.7527 15.4108 4.76007	0	-0.664798	
0.274099	0.00342034  0.0148856	28.6455 18.5259  15.493 4.86606	64.7855   32.76 14.3432 4.34011	28.2056 17.7385 15.3983 4.75649	0	-0.663456	
0.275099	0.00340924  0.0148225	28.5679 18.4608 15.4553 4.85159	64.7858   32.76 14.3428  4.3402	28.1792 17.7218 15.3842 4.75192	0	-0.661962	
0.276096	0.00339703  0.0147531	28.4856 18.3881 15.4164  4.8365	64.7861 32.7601 14.3424 4.34029	28.1546 17.7065 15.3709 4.74784	0	-0.660557	
0.277104	0.00338458  0.0146821	28.4042 18.3157 15.3781  4.8216	64.7865 32.7602  14.342 4.34039	28.1305 17.6914 15.3579 4.74385	0	-0.659178	
0.278107	0.00337193    0.01461	28.3242 18.2443 15.3404 4.80696	64.7869 32.7602 14.3416 4.34048	28.1067 17.6765  15.345 4.73993	0	-0.657818	
0.279099	0.00335787  0.0145296	28.2386  18.164 15.3012 4.79154	64.7873 32.7603  14.341 4.34058	28.0848 17.6631  15.333 4.73656	0	-0.656553	
0.280096	0.00334618  0.0144629	28.1685 18.1048 15.2673 4.77848	64.7877 32.7604 14.3406 4.34067	28.0599 17.6474 15.3196 4.73225	0	-0.655152	
0.281098	0.0033318 0.0143789	28.0301 17.9921 15.1992 4.75391	64.7881 32.7604   14.34 4.34078	 28.014 17.6187 15.2947  4.7247	0	-0.652457	
0.282096	0.00331839  0.0143016	27.9565 17.9253 15.1649 4.74051	64.7886 32.7605 14.3395 4.34088	27.9916 17.6048 15.2825 4.72108	0	-0.65119	
0.283094	0.00330524  0.0142258	27.8862 17.8621 15.1319 4.72763	64.7891 32.7606  14.339 4.34098	27.9691 17.5907 15.2703 4.71737	0	-0.64992	
0.284097	0.00329157  0.0141471	27.8154 17.7974 15.0989 4.71473	64.7896 32.7607 14.3384 4.34107	27.9472 17.5772 15.2584 4.71384	0	-0.648685	
0.2851	0.00328067  0.0140842	27.7587 17.7524 15.0707 4.70403	  64.79 32.7608  14.338 4.34115	27.9228 17.5617 15.2453 4.70948	0	-0.647335	
0.28606	0.00326545  0.0139965	27.6842 17.6805 15.0371 4.69067	64.7906 32.7609 14.3373 4.34125	27.9028 17.5495 15.2343 4.70647	0	-0.646197	
0.287067	0.00325305  0.0139251	27.6238 17.6284 15.0082  4.6795	64.7911  32.761 14.3368 4.34134	27.8803 17.5354 15.2221 4.70263	0	-0.644946	
0.288058	0.00323757  0.0138359	 27.552 17.5586 14.9758 4.66663	64.7918 32.7612 14.3361 4.34144	27.8608 17.5236 15.2113  4.6997	0	-0.643836	
0.289083	0.00322244  0.0137488	27.4836  17.493 14.9447 4.65435	64.7924 32.7613 14.3354 4.34154	 27.841 17.5115 15.2004 4.69667	0	-0.642719	
0.290094	0.00320821  0.0136669	27.4207 17.4347 14.9156 4.64292	 64.793 32.7614 14.3347 4.34163	27.8205 17.4989 15.1892 4.69339	0	-0.641575	
0.291092	0.00319396  0.0135849	27.3593 17.3777 14.8872 4.63177	64.7937 32.7616 14.3341 4.34172	27.8003 17.4864 15.1781 4.69013	0	-0.640444	
0.292092	0.00318108  0.0135109	27.3045 17.3298 14.8611 4.62167	64.7943 32.7617 14.3334 4.34179	27.7792 17.4733 15.1666 4.68656	0	-0.639277	
0.293094	0.00316668  0.0134282	27.2453 17.2745 14.8338 4.61093	64.7949 32.7618 14.3327 4.34188	27.7595 17.4611 15.1557 4.68341	0	-0.638177	
0.294092	0.00315217  0.0133448	27.1871 17.2199 14.8071 4.60039	64.7956  32.762  14.332 4.34197	  27.74 17.4492  15.145  4.6803	0	-0.637093	
0.29509	0.0031363 0.0132538	27.1257 17.1596 14.7794 4.58939	64.7964 32.7622 14.3312 4.34206	27.7216 17.4381 15.1348 4.67752	0	-0.636063	
0.296092	0.00312311  0.0131782	27.0748 17.1145 14.7554 4.58005	64.7971 32.7623 14.3306 4.34214	27.7016 17.4257 15.1238 4.67417	0	-0.634963	
0.297096	0.00310845  0.0130942	27.0202 17.0629 14.7303 4.57017	64.7978 32.7625 14.3298 4.34222	27.6828 17.4141 15.1134 4.67117	0	-0.63392	
0.298093	0.00309367  0.0130096	26.9665 17.0118 14.7057 4.56046	64.7986 32.7627 14.3291  4.3423	27.6642 17.4028 15.1031 4.66823	0	-0.632892	
0.299101	0.00307881  0.0129245	26.9137 16.9615 14.6816 4.55094	64.7994 32.7629 14.3283 4.34238	27.6459 17.3916 15.0929 4.66533	0	-0.631879	
0.3001	0.00306385   0.012839	26.9137 16.9615 14.6816 4.55094	64.8002 32.7631 14.3275 4.34246	27.6278 17.3806 15.0829 4.66248	0	-0.630881	
0.30109	0.0030519 0.0127708	26.8202 16.8769 14.6377 4.53383	64.8009 32.7632 14.3268 4.34252	27.6084 17.3685 15.0723 4.65911	0	-0.629824	
0.302101	 0.003034 0.0126687	26.7619 16.8158 14.6123 4.52355	64.8019 32.7635 14.3259 4.34261	27.5921  17.359  15.063 4.65685	0	-0.628919	
0.3031	0.00302192  0.0125999	26.7216 16.7817 14.5929 4.51608	64.8026 32.7637 14.3252 4.34267	27.5733 17.3473 15.0528  4.6536	0	-0.627897	
0.304112	0.0030084 0.0125229	 26.678 16.7419 14.5725 4.50813	64.8033 32.7638 14.3244 4.34274	27.5555 17.3363 15.0429 4.65064	0	-0.626921	
0.305093	0.00298864  0.0124105	 26.678 16.7419 14.5725 4.50813	64.8045 32.7641 14.3233 4.34284	27.5405 17.3277 15.0341 4.64875	0	-0.626082	
0.306102	0.00297356  0.0123248	26.6183 16.6763 14.5472 4.49775	64.8054 32.7644 14.3225 4.34291	27.5236 17.3175 15.0247  4.6461	0	-0.625159	
0.307103	0.00295834  0.0122384	26.5729  16.632 14.5266 4.48957	64.8063 32.7646 14.3216 4.34298	 27.507 17.3074 15.0153  4.6435	0	-0.62425	
0.308104	0.00294314  0.0121523	 26.528 16.5881 14.5063 4.48152	64.8072 32.7648 14.3207 4.34305	27.4905 17.2975 15.0061 4.64093	0	-0.623353	
0.309104	0.00293088  0.0120829	26.4486 16.5143 14.4695 4.46708	64.808 32.765  14.32 4.3431	27.4733 17.2869 14.9966 4.63798	0	-0.622422	
0.310105	0.00291103  0.0119706	26.4486 16.5143 14.4695 4.46708	64.8093 32.7654 14.3188 4.34319	27.4588 17.2785 14.9881 4.63612	0	-0.62162	
0.311105	0.00289571  0.0118841	26.3955 16.4552  14.447 4.45783	64.8103 32.7656 14.3179 4.34325	27.4429  17.269 14.9791 4.63365	0	-0.620759	
0.312103	0.00288188  0.0118061	26.3544 16.4144 14.4286 4.45047	64.8112 32.7658  14.317 4.34331	27.4268 17.2592 14.9701 4.63102	0	-0.619889	
