Timestep 	 x_error[2] 	 command torques[5] 	 f contact[2]
0.250093	0.00656362   0.112036	  44.311  50.3397  22.3558  4.38561 -3.12238	1.02429e-11    -9.19832
0.251092	0.00648413   0.112035	 44.2931  50.2438  22.2975  4.35002 -3.12709	1.02467e-11    -9.20413
0.252096	0.00644989   0.112034	 44.3013  50.2393   22.297   4.3327 -3.13145	-5.12419e-12     -9.21246
0.253096	0.0063724  0.112032	  44.293  50.1755  22.2554  4.31014 -3.13731	1.02421e-11    -9.21803
0.254102	0.00633864   0.112031	 44.2901  50.1331  22.2289  4.28801 -3.14241	      -0 -9.22472
0.255063	0.00630789   0.112032	 44.2861  50.0899  22.2056  4.25948 -3.14639	1.0306e-11   -9.23267
0.256088	0.00623799    0.11203	44.2761 50.0219 22.1607 4.23693 -3.1525	1.03049e-11      -9.238
0.257093	0.0062502  0.112029	 44.2787  50.0021    22.15  4.21566 -3.15692	-1.03025e-11     -9.24606
0.25809	0.00622002   0.112028	  44.274  49.9551  22.1199  4.19379 -3.16235	-1.02941e-11     -9.25259
0.259089	0.00619119   0.112026	 44.2689  49.9072  22.0891  4.17199 -3.16785	1.02816e-11    -9.25908
0.260089	0.00612258   0.112024	 44.2575  49.8364  22.0417  4.14987 -3.17426	-2.06132e-11     -9.26412
0.261086	0.00613592   0.112025	 44.2565  49.8085  22.0299  4.12013 -3.17753	1.5472e-11   -9.27321
0.262085	0.00611387   0.112024	 44.2508  49.7597  21.9981   4.0986 -3.18317	5.15798e-12    -9.27963
0.263061	0.00608967   0.112023	 44.2442  49.7083  21.9644  4.07712 -3.18895	-1.54707e-11     -9.28594
0.264059	0.00608173   0.112022	 44.2392  49.6633  21.9353  4.05574 -3.19449	      -0 -9.29248
0.265058	0.00601802   0.112023	 44.2252  49.5878  21.8867  4.02921 -3.20041	-5.19044e-12     -9.29824
0.266086	0.00599555   0.112022	 44.2175  49.5338  21.8508    4.008 -3.20638	1.03823e-11    -9.30432
0.267063	0.00597439   0.112022	 44.2093  49.4788  21.8142   3.9868 -3.21241	2.07608e-11    -9.31034
0.268059	0.0059524  0.112021	 44.2003  49.4212  21.7756  3.96557 -3.21853	      -0 -9.31621
0.269059	0.00591266    0.11202	 44.187 49.3489 21.7265 3.94391 -3.2252	-5.1824e-12    -9.32125
0.270091	0.00589122   0.112018	 44.1776   49.291  21.6876  3.92293 -3.23139	      -0 -9.32067
0.27109	0.00587848    0.11202	 44.1701  49.2425   21.659  3.89567 -3.23611	5.20569e-12    -9.33447
0.272087	0.00586177   0.112019	 44.1604  49.1845  21.6198  3.87488 -3.24236	1.56226e-11    -9.34026
0.273089	0.00584497   0.112019	 44.1504  49.1255  21.5799  3.85417 -3.24867	      -0 -9.34599
0.274087	0.00586743   0.112018	 44.1461  49.0878  21.5552   3.8339 -3.25413	5.20757e-12    -9.35285
0.275085	0.00580847   0.112017	 44.1285  49.0027  21.4963  3.81288 -3.26153	5.20452e-12    -9.35714
0.276086	0.00579354   0.112016	 44.1176   48.942  21.4549  3.79238 -3.26795	      -0 -9.36273
0.277084	0.00577812   0.112016	 44.1062    48.88  21.4125   3.7719 -3.27443	1.04386e-11    -9.36814
0.278086	0.00580146   0.112017	44.0999 48.8389 21.3883 3.74639 -3.2791	1.04459e-11    -9.37572
0.279098	0.00578817   0.112017	  44.088  48.7758   21.345   3.7261 -3.28566	-1.04484e-11     -9.38114
0.28009	0.00585186   0.112016	 44.0883  48.7562  21.3331  3.70669 -3.29044	5.22566e-12    -9.38886
0.281092	0.00575698   0.112016	 44.062  48.643 21.2535  3.6856 -3.2991	-5.22331e-12     -9.39159
0.282095	0.00578324   0.112015	 44.0557  48.6008  21.2251    3.666 -3.30484	-5.22198e-12     -9.39805
0.283099	0.00569163   0.112015	 44.0294  48.4889  21.1462  3.64512 -3.31347	-1.04378e-11     -9.39756
0.284094	0.0056807  0.112017	 44.0077  48.4266  21.1548   3.5346 -3.30455	1.04987e-11    -9.42215
0.285063	0.00568472   0.112016	  44.004  48.3626  21.0606  3.60223 -3.32627	5.24889e-12    -9.42168
0.286063	0.00569004   0.112016	 43.9879  48.2882  21.0091  3.58155 -3.33316	      -0 -9.41681
0.287063	0.00570529   0.112015	 43.9803  48.2435  20.9784  3.56277 -3.33912	1.04897e-11    -9.42298
0.288063	0.00569296   0.112015	 43.9658  48.1753   20.931  3.54321 -3.34596	1.57327e-11    -9.42794
0.289063	0.00573226   0.112015	43.9594 48.1354  20.904 3.52421 -3.3516	-2.09747e-11     -9.43436
0.290063	0.00578206   0.112015	 43.9581  48.1126  20.8889   3.5063 -3.35671	1.04856e-11    -9.44159
0.291065	0.00571112   0.112014	  43.929  47.9956  20.8063   3.4853 -3.36547	2.10478e-11    -9.44399
0.292065	0.00572321   0.112016	 43.9198  47.9479  20.7753  3.46323 -3.37096	-1.05305e-11     -9.45054
0.293065	0.00567504   0.112016	43.8974 47.8541 20.7091 3.44351 -3.3789	-2.10648e-11     -9.45409
0.294065	0.00566558   0.112016	43.8813 47.7826 20.6589 3.42435 -3.3859	-1.05343e-11     -9.45874
0.295065	0.00565558   0.112016	  43.865  47.7106  20.6083  3.40525 -3.39291	-1.05349e-11     -9.46336
0.296071	0.0056471  0.112016	43.8486 47.6391 20.5581 3.38625 -3.3999	-5.26718e-12     -9.46796
0.297109	0.00556352   0.112016	 43.8185  47.5213  20.4743  3.36627 -3.40884	      -0 -9.47018
0.29811	0.00559399   0.112016	 43.8086  47.4723  20.4403  3.34792 -3.41485	-4.21139e-11     -9.47588
0.29911	0.00554673   0.112015	 43.7851  47.3778  20.3732  3.32871 -3.42281	1.57856e-11    -9.47546
0.300096	0.00557036   0.112018	 43.7631  47.3183  20.3796  3.22627 -3.41528	-1.05788e-11     -9.47874
0.301102	0.00553198   0.112018	 43.7503  47.2316  20.2717   3.2888 -3.43651	1.5901e-11   -9.49863
0.302071	0.00559811   0.112018	 43.7503  47.2316  20.2717   3.2888 -3.43651	3.17609e-11    -9.48775
0.30311	0.00555338   0.112018	 43.7217  47.1067  20.1835  3.25262 -3.44974	-1.05965e-11     -9.49825
0.30411	0.00553998   0.112018	 43.7017  47.0258  20.1263  3.23388 -3.45705	1.0598e-11   -9.50218
0.305124	0.00553263   0.112018	 43.6828  46.9491  20.0721  3.21537 -3.46417	1.58983e-11    -9.50629
0.306111	0.00553229   0.112019	 43.6679  46.8861  20.0274  3.19777 -3.47083	-1.05996e-11     -9.51101
0.30711	0.00548854   0.112019	 43.6432  46.7908  19.9595  3.17917 -3.47879	1.5897e-11   -9.51412
0.30811	0.00548211   0.112019	 43.6249  46.7172  19.9074  3.16112 -3.48578	      -0 -9.51828
0.309113	0.00547545   0.112019	 43.6064  46.6437  19.8552  3.14316 -3.49278	1.58927e-11    -9.52242
0.310113	0.00550522   0.112019	 43.5943  46.5912  19.8183  3.12577 -3.49885	1.05941e-11    -9.52757
0.31111	0.00546198   0.112019	  43.569  46.4956  19.7501  3.10747 -3.50678	4.76552e-11    -9.53056
0.312113	0.00545583   0.112019	 43.5502  46.4217  19.6976  3.08974 -3.51377	1.05867e-11    -9.53459
0.313074	0.00548366   0.112019	 43.5373  46.3675  19.6593  3.07255 -3.51988	      -0 -9.53955
0.314071	0.00548079   0.112022	 43.5181  46.2942  19.6088  3.05231 -3.52637	-5.33187e-12     -9.54402
0.31511	0.00543883   0.112022	 43.4923  46.1985  19.5404  3.03433 -3.53429	-2.13327e-11     -9.54689
0.316112	0.00543296   0.112023	  43.473  46.1244  19.4875  3.01697 -3.54125	2.13395e-11    -9.55079
0.31711	0.005463 0.112023	   43.46  46.0708  19.4496  3.00016 -3.54731	2.6685e-11   -9.55566
0.318112	0.00549186   0.112023	 43.4464  46.0157  19.4106  2.98338 -3.55341	-5.33897e-12     -9.56044
0.31911	0.00541613   0.112024	 43.4141  45.9004  19.3278  2.96526 -3.56216	-5.33911e-12     -9.56224
0.320124	0.00543901   0.112024	 43.3977  45.8368  19.2827  2.94819 -3.56855	5.34055e-12    -9.56655
0.321112	0.0054334  0.112024	 43.3782  45.7635  19.2303  2.93132 -3.57544	-1.06831e-11     -9.57033
0.322111	0.00543392   0.112025	 43.3606  45.6965  19.1825  2.91484 -3.58208	      -0 -9.57437
0.323121	0.00539349   0.112025	 43.3342  45.6016  19.1144  2.89751 -3.58988	-1.06858e-11     -9.57706
0.324111	0.0053881  0.112025	  43.314  45.5273  19.0613  2.88077 -3.59676	-1.60309e-11     -9.58069
0.32511	0.00538256   0.112026	 43.2938   45.453  19.0082  2.86412 -3.60362	3.20659e-11     -9.5843
0.326113	0.00541218   0.112026	 43.2799  45.3989  18.9696  2.84807 -3.60959	      -0 -9.58884
0.327112	0.00537156   0.112026	 43.2532  45.3046  18.9019  2.83106 -3.61732	2.13824e-11    -9.59143
0.328112	0.00536623   0.112027	 43.2327  45.2304  18.8488  2.81465 -3.62414	      -0 -9.59495
0.32911	0.00536092   0.112027	 43.2122  45.1564  18.7958  2.79832 -3.63093	-5.34678e-12     -9.59844
0.330075	0.0053898  0.112027	 43.1978   45.102   18.757   2.7826 -3.63686	-1.06958e-11     -9.60284
0.331067	0.00538431   0.112028	 43.1771  45.0277  18.7038  2.76642 -3.64365	1.60455e-11    -9.60626
0.332062	0.00533827   0.112028	43.1482 44.9283 18.6324 2.74952 -3.6515	1.6043e-11   -9.60597
0.333069	0.0053671  0.112029	 43.1335  44.8732   18.593  2.73402 -3.65741	5.34961e-12    -9.61272
0.334111	0.00536159   0.112029	 43.1127  44.7996  18.5402  2.71811 -3.66413	1.07005e-11    -9.61607
0.33512	0.00532772   0.112029	 43.0874  44.7121  18.4772    2.702 -3.67148	2.14024e-11    -9.61873
0.336103	0.00535684    0.11203	 43.0726  44.6578  18.4383  2.68677 -3.67731	2.67593e-11    -9.62292
0.337111	0.00535197    0.11203	 43.0518  44.5848   18.386   2.6711 -3.68396	5.35271e-12    -9.62621
0.338106	0.00531209    0.11203	 43.0247   44.493  18.3199  2.65499 -3.69143	3.21189e-11    -9.62858
0.339121	0.0053336  0.112031	 43.0067  44.4296  18.2745  2.63949 -3.69756	-1.60633e-11     -9.63226
0.340111	0.00530057   0.112031	 42.9826  44.3472  18.2152  2.62404 -3.70464	2.14212e-11    -9.63498
0.341113	0.00532888   0.112032	 42.9676  44.2933  18.1765  2.60925 -3.71038	1.0714e-11   -9.63902
0.342107	0.00528969   0.112032	 42.9405  44.2026  18.1112  2.59344 -3.71774	      -0 -9.64132
0.343104	0.00528414   0.112032	 42.9194  44.1305  18.0594  2.57826 -3.72425	5.35934e-12    -9.64444
0.3441	0.00527843   0.112033	 42.8982  44.0585  18.0076  2.56316 -3.73074	-1.60828e-11     -9.64754
0.345104	0.00527261   0.112033	  42.877  43.9866  17.9559  2.54813 -3.73721	2.14505e-11     -9.6506
0.346101	0.00526684   0.112034	 42.8558   43.915  17.9043  2.53327 -3.74367	5.36434e-12    -9.65363
0.347107	0.00529111   0.112034	42.8399 43.8594 17.8642 2.51894 -3.7494	      -0 -9.65734
0.348102	0.00527185   0.112035	 42.8163   43.781  17.8078  2.50405 -3.75614	1.07359e-11    -9.66001
0.349105	0.00526623   0.112035	 42.7952  43.7102  17.7568  2.48947 -3.76252	-5.36964e-12     -9.66298
0.350112	0.0052595  0.112036	 42.7738  43.6387  17.7051  2.47492 -3.76892	-1.07426e-11      -9.6659
0.351105	0.00523608   0.112036	  42.749  43.5575  17.6467  2.46012 -3.77571	-5.37268e-12     -9.66831
0.35211	0.00525134   0.112037	 42.7318  43.4993  17.6046  2.44616 -3.78149	-1.07493e-11     -9.67174
0.353059	0.00522486   0.112037	 42.7064  43.4164  17.5449  2.43142 -3.78832	5.37594e-12    -9.67404
0.354061	0.00522565   0.112038	42.6835 43.3417 17.4912 2.41669 -3.7947	      -0 -9.67669
0.35506	0.00521206   0.112038	 42.6616    43.27  17.4394  2.40259 -3.80104	-5.379e-12   -9.67941
0.356058	0.00528831   0.112038	 42.6498    43.23  17.4115  2.38732 -3.80539	-5.3814e-12    -9.68364
0.357057	0.00523072   0.112039	 42.6246  43.1475  17.3509  2.37517 -3.81272	2.15303e-11     -9.6857
0.358094	0.00518075   0.112039	 42.5976  43.0612  17.2885  2.36095 -3.81969	1.07674e-11    -9.68767
0.359096	0.00520369    0.11204	 42.582  43.009 17.2507 2.34778 -3.8251	5.38567e-12    -9.69112
0.36006	0.00517943    0.11204	 42.5549  42.9232   17.189  2.33315 -3.83188	      -0 -9.69308
0.361061	0.0051966  0.112041	 42.5358  42.8611  17.1442  2.31949 -3.83761	2.1554e-11   -9.69606
0.36206	0.0051894  0.112041	 42.5129   42.788  17.0916  2.30556 -3.84382	-5.38989e-12     -9.69851
0.363063	0.00518282   0.112041	42.4962 42.7332 17.0516 2.29308 -3.8494	      -0 -9.70167
0.364059	0.00514979   0.112042	 42.4718  42.6561  16.9958  2.27948 -3.85584	      -0 -9.70385
0.365104	0.00513743   0.112042	 42.4482  42.5816  16.9421   2.2657 -3.86206	-2.1577e-11    -9.70614
0.366101	0.00513615   0.112043	42.4296 42.5219 16.8989  2.2529 -3.8677	      -0 -9.70902
0.367059	0.0051225  0.112043	 42.4056  42.4469  16.8448  2.23921 -3.87391	-1.07943e-11     -9.71122
0.36806	0.00514611   0.112044	 42.3901  42.3967  16.8083  2.22676 -3.87907	1.0798e-11   -9.71445
0.369097	0.00510769   0.112044	 42.3642  42.3161  16.7502  2.21324 -3.88554	1.08001e-11    -9.71634
0.370096	0.00513084   0.112044	  42.348  42.2644  16.7127  2.20077 -3.89072	      -0 -9.71944
0.371097	0.005123 0.112045	 42.3265  42.1971   16.664  2.18783 -3.89656	3.24192e-11    -9.72183
0.372101	0.00509051   0.112045	 42.3025  42.1229  16.6104  2.17483 -3.90273	     -0 -9.7239
0.373098	0.00508287   0.112046	 42.2815  42.0576  16.5632  2.16209 -3.90845	      -0 -9.72632
0.374094	0.00507478   0.112046	 42.2605  41.9924   16.516  2.14943 -3.91415	5.40712e-12    -9.72871
0.375097	0.00506673   0.112046	 42.2395  41.9275  16.4691  2.13683 -3.91982	3.24508e-11    -9.73108
0.37606	0.00505865   0.112047	 42.2185  41.8628  16.4223  2.12431 -3.92546	-2.16393e-11     -9.73343
0.377099	0.00507446   0.112047	 42.2007  41.8073  16.3821  2.11214 -3.93066	2.70568e-11    -9.73614
0.378103	0.0050659  0.112047	 42.1787  41.7401  16.3336  2.09954 -3.93636	      -0 -9.73833
0.379102	0.00505749   0.112048	 42.1585  41.6782  16.2887   2.0874 -3.94185	5.41395e-12     -9.7407
0.380103	0.00505472   0.112048	   42.14  41.6214  16.2474  2.07558 -3.94711	-5.41539e-12     -9.74324
0.381104	0.00504642   0.112049	 42.1192  41.5579  16.2015  2.06345 -3.95262	1.08333e-11    -9.74549
0.382102	0.00503712   0.112049	 42.0982  41.4943  16.1555  2.05132 -3.95811	-1.08359e-11      -9.7477
0.383059	0.00499898   0.112049	 42.0723  41.4169  16.0998  2.03865 -3.96417	2.70943e-11    -9.74931
0.384059	0.00499014    0.11205	 42.0517  41.3546  16.0547  2.02672 -3.96956	4.33608e-11    -9.75151
0.385104	0.00501015    0.11205	  42.036  41.3068  16.0198   2.0155 -3.97433	-1.08433e-11     -9.75427
0.386104	0.00500153    0.11205	 42.0155  41.2451  15.9752  2.00373 -3.97966	2.16916e-11    -9.75644
0.387101	0.00499209   0.112051	 41.9949  41.1833  15.9305    1.992 -3.98499	-1.62723e-11     -9.75857
0.388102	0.0049827  0.112051	 41.9743  41.1219  15.8861  1.98035 -3.99028	      -0 -9.76069
0.389102	0.00497321   0.112051	 41.9538  41.0607  15.8418  1.96876 -3.99553	-1.62795e-11     -9.76279
0.390101	0.00496302   0.112052	 41.9332  40.9996  15.7976  1.95723 -4.00078	5.42767e-12    -9.76486
0.391101	0.00495404   0.112052	 41.9129  40.9394  15.7541  1.94581 -4.00596	-1.08577e-11     -9.76693
0.392059	0.00494429   0.112052	 41.8926  40.8792  15.7105  1.93443 -4.01112	      -0 -9.76898
0.393101	0.00490534   0.112052	 41.8671  40.8051  15.6572  1.92239 -4.01685	      -0 -9.77045
0.394102	0.00489008   0.112053	 41.8448  40.7398  15.6102  1.91076 -4.02215	-2.17274e-11     -9.77224
0.395107	0.00488594   0.112053	  41.827  40.6872  15.5719  1.90003 -4.02696	2.17324e-11    -9.77448
0.396064	0.00487604   0.112053	  41.807  40.6287  15.5296  1.88895 -4.03197	1.08685e-11    -9.77648
0.397057	0.00486596   0.112054	 41.7869  40.5703  15.4874  1.87792 -4.03696	-1.08707e-11     -9.77844
0.398057	0.00485587   0.112054	 41.7671  40.5124  15.4455  1.86698 -4.04191	2.17458e-11     -9.7804
0.399056	0.00484054   0.112054	 41.7452  40.4492     15.4  1.85572 -4.04705	2.71871e-11    -9.78214
0.40006	0.0048303  0.112054	 41.7253  40.3915  15.3583  1.84488 -4.05195	-5.43848e-12     -9.78405
0.401062	0.0048494  0.112055	 41.7118  40.3519  15.3291  1.83522 -4.05611	-1.08798e-11      -9.7866
0.402061	0.0048076  0.112055	 41.6812   40.265  15.2673  1.82247 -4.06209	-2.17614e-11     -9.78738
0.403061	0.00482257   0.112055	 41.668 40.2263 15.2387 1.81303 -4.0662	-5.44176e-12     -9.78991
0.404061	0.00481269   0.112055	 41.6513   40.178  15.2035  1.80311 -4.07069	3.26577e-11    -9.79205
0.405061	0.00479009   0.112056	 41.6297  40.1165  15.1592   1.7923 -4.07566	-1.08877e-11     -9.79368
0.406062	0.00478575   0.112056	 41.6122  40.0664  15.1228  1.78227 -4.08016	1.63349e-11     -9.7957
0.407062	0.00475944   0.112056	 41.5901  40.0037  15.0777  1.77146 -4.08513	-1.08917e-11     -9.79725
0.408062	0.00473738   0.112056	 41.5689  39.9438  15.0346  1.76087 -4.08998	-1.08934e-11     -9.79885
0.409062	0.00472896   0.112056	 41.5473  39.8829  14.9909  1.75013 -4.09481	-1.08951e-11      -9.8004
0.410063	0.00471551   0.112057	 41.5307  39.8356  14.9564  1.74056 -4.09914	-1.08973e-11     -9.80241
0.411063	0.00471659   0.112057	 41.5114  39.7814  14.9173  1.73037 -4.10368	-5.4496e-12    -9.80415
0.412063	0.00470335   0.112057	 41.4923  39.7275  14.8783  1.72036 -4.10821	      -0 -9.80588
0.413063	0.00469203   0.112057	 41.4735  39.6749  14.8403  1.71047 -4.11267	      -0 -9.80763
0.414063	0.00467957   0.112057	 41.4565   39.627  14.8055  1.70102 -4.11695	1.09047e-11    -9.80951
0.415062	0.00465736   0.112058	 41.4358  39.5694  14.7641  1.69088 -4.12157	-5.45308e-12     -9.81102
0.416062	0.00465807   0.112058	  41.419  39.5225    14.73  1.68152 -4.12575	1.63618e-11    -9.81288
0.417063	0.00465876   0.112058	41.4004 39.4706 14.6925  1.6718 -4.1301	-1.09093e-11     -9.81456
0.418062	0.00463304   0.112058	 41.3816  39.4187   14.655  1.66224 -4.13446	1.63659e-11    -9.81619
0.419062	0.00461382   0.112058	 41.3619  39.3643  14.6158  1.65249 -4.13888	-1.63675e-11     -9.81771
0.420062	0.00460172   0.112058	 41.3435  39.3134  14.5791  1.64305 -4.14315	      -0 -9.81933
0.421062	0.00461563   0.112058	 41.3268  39.2672  14.5456  1.63392 -4.14721	1.63706e-11    -9.82109
0.422063	0.0045935  0.112058	 41.3084  39.2167   14.509  1.62461 -4.15144	5.45722e-12    -9.82268
0.423061	0.00459962   0.112059	 41.2941  39.1771  14.4799  1.61615 -4.15523	2.18307e-11    -9.82461
0.424095	0.00456128   0.112059	 41.2717  39.1161  14.4364  1.60611 -4.15981	1.6373e-11   -9.82579
0.425095	0.00454862   0.112059	 41.2536  39.0666  14.4007  1.59697 -4.16394	-5.45775e-12     -9.82734
0.426062	0.00455323   0.112059	 41.2356  39.0177  14.3655   1.5879 -4.16801	2.18309e-11    -9.82888
0.427093	0.00452431   0.112059	 41.2177  38.9691  14.3303  1.57892 -4.17208	5.4576e-12   -9.83041
0.428094	0.00451169   0.112059	 41.1999  38.9207  14.2954  1.56999 -4.17611	1.0914e-11   -9.83032
0.429097	0.00450052   0.112062	  41.182  38.8724  14.2611  1.56027 -4.17998	1.6495e-11   -9.83354
0.430061	0.00448816   0.112062	 41.1642  38.8246  14.2266  1.55146 -4.18395	1.09981e-11    -9.83502
0.431061	0.00448472   0.112062	 41.1465  38.7768  14.1921  1.54271 -4.18791	5.49961e-12    -9.83648
0.43206	0.00447232   0.112062	 41.1291  38.7301  14.1584  1.53408 -4.19181	      -0 -9.83795
0.433064	0.00445002   0.112062	 41.1117  38.6833  14.1246  1.52545 -4.19569	      -0 -9.83939
0.434061	0.00446064   0.112062	 41.098 38.6466 14.0976 1.51775 -4.1992	5.50067e-12    -9.84114
0.43506	0.00444255   0.112062	 41.0784  38.5943  14.0602  1.50877 -4.20325	2.2002e-11   -9.84235
0.43606	0.00442863   0.112062	 41.0626   38.552  14.0295  1.50064 -4.20692	      -0 -9.84387
0.43706	0.00441372   0.112062	 41.0451  38.5055   13.996  1.49221 -4.21072	1.64999e-11    -9.84523
0.438059	0.00439784   0.112062	 41.0275   38.459  13.9626   1.4838 -4.21451	-5.49942e-12     -9.84657
0.439061	0.00438464   0.112062	 41.0105  38.4139  13.9301  1.47556 -4.21822	-1.09974e-11     -9.84793
0.440061	0.00439509   0.112062	 40.9975  38.3794  13.9046  1.46831 -4.22156	-1.64939e-11      -9.8496
0.441061	0.00434187   0.112062	 40.9727  38.3145  13.8591  1.45833 -4.22593	2.19861e-11    -9.85031
0.442061	0.00434416   0.112062	40.9599 38.2805  13.834 1.45117 -4.2292	-1.64862e-11     -9.85195
0.443061	0.0043304  0.112062	40.9431 38.2366 13.8024 1.44316 -4.2328	-1.64817e-11     -9.85326
0.444061	0.00431622   0.112061	 40.9264  38.1929  13.7709  1.43519 -4.23638	2.19693e-11    -9.85456
0.445061	0.0043122  0.112061	 40.9115  38.1539  13.7425  1.42771 -4.23978	      -0 -9.85597
0.446058	0.00429053   0.112061	 40.8937  38.1076  13.7095  1.41955 -4.24341	-1.09764e-11     -9.85715
0.447062	0.00425449   0.112061	 40.8734  38.0547  13.6722  1.41077 -4.24723	2.19427e-11    -9.85812
0.44806	0.00424488   0.112061	40.8549  38.007 13.6382 1.40264 -4.2509	5.48304e-12    -9.85921
0.44906	0.00423097    0.11206	40.8389 37.9656 13.6084 1.39503 -4.2543	5.48026e-12    -9.86047
0.450061	0.00421529    0.11206	40.8237 37.9263   13.58  1.3876 -4.2576	      -0 -9.86177
0.451107	0.00421727    0.11206	 40.8107  37.8929  13.5554  1.38086 -4.26071	-1.64263e-11     -9.86172
0.452099	0.00419515   0.112061	 40.7946  37.8522  13.5276  1.37076 -4.26363	1.64954e-11     -9.8649
0.453097	0.00418512   0.112061	 40.7788  37.8116  13.4984  1.36341 -4.26695	-1.09978e-11     -9.86611
0.454093	0.00419537   0.112061	 40.7655  37.7774  13.4733  1.35686 -4.27008	5.49915e-12    -9.86746
0.455056	0.00416998   0.112061	 40.7501   37.738   13.445  1.34951 -4.27329	-5.49908e-12     -9.86867
0.456097	0.00414398   0.112061	 40.7311  37.6896  13.4108  1.34144 -4.27682	-1.09971e-11     -9.86959
0.457087	0.00414581   0.112061	 40.7187  37.6581  13.3875  1.33513 -4.27978	3.29882e-11    -9.87097
0.458084	0.00413008   0.112061	 40.7032  37.6188  13.3593  1.32799 -4.28296	      -0 -9.87212
0.459088	0.0041164  0.112061	 40.6879    37.58  13.3314  1.32095 -4.28611	5.49592e-12    -9.87325
0.460084	0.00408018   0.112061	 40.6692  37.5326  13.2981  1.31292 -4.28949	5.4943e-12   -9.87415
0.461057	0.00406536    0.11206	  40.654  37.4942  13.2706  1.30595 -4.29259	1.0985e-11   -9.87527
0.462058	0.00407172    0.11206	 40.6422  37.4647  13.2487  1.30007 -4.29542	      -0 -9.87659
0.463085	0.0040588   0.11206	 40.6272  37.4272  13.2217  1.29327 -4.29847	-5.48829e-12      -9.8777
0.464058	0.00405151   0.112059	 40.6138  37.3934  13.1972   1.2869 -4.30138	-2.19428e-11     -9.87888
0.46509	0.00401913   0.112059	 40.5956  37.3479  13.1653  1.27918 -4.30462	      -0 -9.87976
0.466086	0.00400293   0.112061	 40.5807  37.3113  13.1404  1.27018 -4.30721	1.10184e-11    -9.88123
0.46709	0.00398956   0.112061	 40.5661  37.2749  13.1143  1.26361 -4.31015	-1.10186e-11     -9.88229
0.468092	0.00397489   0.112061	 40.5515  37.2388  13.0884  1.25707 -4.31307	5.50909e-12    -9.88334
0.469105	0.0039606   0.11206	 40.5371  37.2029  13.0627  1.25059 -4.31596	1.10171e-11    -9.88438
0.470116	0.00394621    0.11206	 40.5228  37.1675  13.0373  1.24416 -4.31881	2.20307e-11    -9.88541
0.471102	0.00393301    0.11206	 40.5083  37.1319  13.0118  1.23778 -4.32167	-5.50635e-12     -9.88642
0.472061	0.00391149    0.11206	 40.4928  37.0937  12.9847  1.23103 -4.32456	5.50476e-12    -9.88736
0.473064	0.00389498   0.112059	 40.4787   37.059  12.9599  1.22471 -4.32733	      -0 -9.88837
0.474062	0.00389091   0.112059	 40.4676  37.0318  12.9398   1.2193 -4.32987	-5.50067e-12     -9.88953
