Timestep 	 x_error[2] 	 command torques[4] 	 f contact[2]
0.275058	0.00337052   0.112195	37.4766 13.4709 1.72238 -3.9657	2.20315e-10    -9.62748
0.276058	0.00375773   0.112195	 37.4381  13.4485  1.70309 -3.96932	-4.99979e-10     -9.63349
0.277059	0.00331181    0.11219	 37.3996  13.4262  1.68382 -3.97284	-4.08771e-10      -9.6394
0.278059	0.00327792   0.112188	 37.3628  13.4046  1.66538 -3.97645	-5.70376e-10     -9.64522
0.279059	0.00324804   0.112186	 37.3259  13.3831  1.64691 -3.97996	2.31474e-10    -9.65095
0.280059	0.00321722   0.112184	 37.2901  13.3622  1.62897 -3.98347	-3.01572e-10     -9.65658
0.281059	0.00318818   0.112182	 37.2547  13.3415  1.61126 -3.98695	-2.101e-10   -9.66212
0.282058	0.00356982   0.112182	 37.2202  13.3213  1.59399 -3.99042	-2.26339e-10     -9.66758
0.28306	0.00313347   0.112178	 37.1858  13.3012  1.57675 -3.99381	1.72504e-10    -9.67294
0.28406	0.00309854   0.112175	 37.1528  13.2818   1.5603 -3.99727	-1.29417e-10     -9.67822
0.285062	0.00309928   0.112174	37.1214 13.2631 1.54459 -4.0008	-1.02483e-10     -9.68341
0.28606	0.00347896   0.112174	 37.0862  13.2427  1.52689 -4.00396	2.21209e-10    -9.68865
0.28706	0.00343223   0.112171	 37.0558  13.2248  1.51177 -4.00733	1.565e-10  -9.69359
0.28806	0.0030011  0.112167	 37.0248  13.2066  1.49628 -4.01065	3.34659e-10    -9.69854
0.289085	0.00337302   0.112167	 36.9948  13.1888   1.4813 -4.01399	2.69992e-11    -9.70387
0.290063	0.00297479   0.112163	 36.9634  13.1705  1.46551 -4.01708	-7.55964e-11     -9.70822
0.29106	0.00292628   0.112161	 36.9355  13.1538  1.45166 -4.02051	-1.62018e-10     -9.71296
0.29206	0.00290241   0.112159	 36.9067  13.1367  1.43725 -4.02373	3.78093e-10    -9.71761
0.29306	0.00288038   0.112157	 36.8784    13.12  1.42314 -4.02694	2.755e-10  -9.72219
0.29406	0.00285862   0.112156	 36.8508  13.1035  1.40931 -4.03012	7.56349e-11    -9.72669
0.29506	0.00283551   0.112154	 36.8236  13.0874  1.39577 -4.03329	1.02656e-10    -9.73112
0.29606	0.00281556   0.112152	 36.7969  13.0715  1.38242 -4.03642	-1.72946e-10     -9.73595
0.297099	0.00279459   0.112152	 36.7706  13.0559   1.3693 -4.03953	-3.14833e-10     -9.73977
0.298096	0.00277604    0.11215	 36.7408  13.0385  1.35437 -4.04262	9.23212e-11    -9.74438
0.299097	0.00275438   0.112148	 36.7156  13.0234  1.34177 -4.04568	-2.17313e-11     -9.74853
0.300101	0.0027353  0.112147	  36.691  13.0088  1.32954 -4.04875	-3.5327e-10    -9.75261
0.301065	0.0027335  0.112145	 36.6667  12.9942  1.31743 -4.05176	1.73982e-10    -9.75667
0.3021	0.00270152   0.112143	36.6428 12.9799 1.30553 -4.0548	-1.74044e-10     -9.76066
0.303105	0.00268691   0.112141	 36.6186  12.9655  1.29344 -4.05768	-2.77473e-10     -9.76452
0.304104	0.00266678    0.11214	 36.5967  12.9522  1.28253 -4.06071	1.52386e-10    -9.76832
0.305074	0.00302869    0.11214	 36.5746  12.9389  1.27156 -4.06369	-2.34112e-10     -9.77254
0.306106	0.0026509  0.112137	  36.55 12.9244 1.25919 -4.0664	-1.96042e-10      -9.7759
0.307102	0.00259688   0.112135	 36.5312  12.9127  1.24996 -4.06955	3.8129e-11   -9.77946
0.308104	0.00259884   0.112133	 36.5101     12.9  1.23947 -4.07239	-2.39727e-10       -9.783
0.309106	0.0026187  0.112132	   36.49  12.8877  1.22951 -4.07531	-1.08992e-11     -9.78654
0.310105	0.00256622    0.11213	 36.4668  12.8741  1.21787 -4.07794	2.72543e-10     -9.7901
0.311104	0.00255126   0.112129	 36.4498  12.8633  1.20949 -4.08097	-3.21664e-10     -9.79344
0.312105	0.00253551   0.112127	 36.4304  12.8515  1.19989 -4.08379	2.94459e-10    -9.79681
0.313123	0.00255871   0.112126	 36.4114  12.8399  1.19043 -4.08658	1.63617e-10    -9.80012
0.314114	0.00254757   0.112124	 36.3899  12.8272  1.17965 -4.08913	1.47279e-10    -9.80345
0.315114	0.00249568   0.112122	 36.3717  12.8161  1.17064 -4.09189	-3.49156e-10     -9.80666
0.316114	0.00252319   0.112121	36.3563 12.8063 1.16309 -4.0948	-4.36496e-11     -9.80973
0.31711	0.00250584   0.112119	 36.3364  12.7944  1.15315 -4.09735	-1.47335e-10     -9.81291
0.318119	0.00250003   0.112118	 36.3191  12.7838   1.1446 -4.10003	8.73185e-11    -9.81598
0.319116	0.00248008   0.112117	 36.3028  12.7737  1.13654 -4.10277	3.05641e-10      -9.819
0.320117	0.00242283   0.112115	36.2861 12.7633 1.12823 -4.1054	-5.94944e-10     -9.82195
0.321083	0.00278679   0.112115	 36.2724  12.7546  1.12153 -4.10819	5.18641e-10    -9.82525
0.322117	0.00245697   0.112112	  36.251  12.7421  1.11076 -4.11039	2.0201e-10   -9.82827
0.323117	0.00243475   0.112111	  36.238  12.7337  1.10444 -4.11318	-5.45877e-11     -9.83051
0.324118	0.00239296   0.112109	  36.224  12.7248  1.09758 -4.11585	1.9106e-10   -9.83327
0.325119	0.00241994    0.11211	 36.2114  12.7166   1.0914 -4.11857	4.39664e-11    -9.83595
0.326118	0.00237271   0.112109	 35.9048  12.5581 0.931919 -4.12078	4.52009e-10    -9.86539
0.327124	0.00236257   0.112108	 36.1854  12.6999  1.07869 -4.12378	-1.97944e-10      -9.8411
0.328117	0.00236125   0.112106	 36.1722  12.6916  1.07218 -4.12629	-5.49945e-12     -9.84366
0.329116	0.00237691   0.112105	 36.1579  12.6827  1.06511 -4.12873	-1.70512e-10     -9.84621
0.330118	0.00233136   0.112104	 36.1428  12.6734  1.05758 -4.13107	-8.25192e-11     -9.84877
0.331118	0.00232464   0.112103	36.1321 12.6664 1.05244 -4.1337	-2.31086e-10     -9.85117
0.332122	0.0023117  0.112101	 36.1198  12.6585  1.04637 -4.13617	3.46675e-10     -9.8536
0.333117	0.00231123     0.1121	 36.1073  12.6505  1.04022 -4.13859	-1.21077e-10     -9.85602
0.334073	0.00233547   0.112099	 36.0945  12.6425  1.03391 -4.14095	-2.14683e-10     -9.85883
0.335116	0.00227877   0.112098	 36.0809  12.6341  1.02717 -4.14324	2.20188e-10    -9.86077
0.336119	0.00229287   0.112096	36.0718 12.6278 1.02281 -4.1458	7.70712e-11    -9.86296
0.337141	0.00234784   0.112095	 36.0588  12.6197  1.01639 -4.14805	4.40438e-11     -9.8652
0.338122	0.00227329   0.112094	 36.0431  12.6104  1.00845 -4.15004	-4.51486e-10     -9.86756
0.339119	0.00223992   0.112093	 36.0372  12.6057  1.00578 -4.15273	3.90939e-10    -9.86963
0.340116	0.00225671   0.112092	 36.0284  12.5997  1.00158 -4.15517	-1.04619e-10     -9.87166
0.341119	0.00231696   0.112091	 36.0163  12.5922 0.995543 -4.15733	2.47791e-10    -9.87381
0.342119	0.00220676   0.112089	 36.0012  12.5832 0.987959 -4.15925	-2.09252e-10       -9.876
0.343116	0.00226705   0.112088	  35.999  12.5804 0.987225 -4.16207	1.65195e-10    -9.87781
0.344117	0.00220085   0.112087	 35.9844  12.5717 0.979878 -4.16395	-1.70704e-10     -9.87996
0.345134	0.00228481   0.112086	 35.9793  12.5676 0.977622 -4.16649	-2.80826e-10     -9.88181
0.346116	0.00217703   0.112084	 35.9635  12.5584 0.969613 -4.16823	4.9557e-11   -9.88392
0.347116	0.00223614   0.112083	 35.9621   12.556 0.969243 -4.17096	6.60833e-11     -9.8861
0.348115	0.00217117   0.112082	 35.9485   12.548 0.962435  -4.1728	8.80922e-11    -9.88761
0.349117	0.00225391   0.112081	 35.9443  12.5443 0.960583 -4.17528	1.21118e-10    -9.88934
0.350118	0.00224664    0.11208	 35.9295  12.5357 0.953106 -4.17697	5.50497e-11    -9.89128
0.351116	0.00218126   0.112079	 35.9216  12.5303 0.949283 -4.17911	3.13766e-10    -9.89313
0.352117	0.00213823   0.112078	 35.9179   12.527 0.947712 -4.18153	-2.69697e-10     -9.89474
0.353119	0.00217197   0.112077	 35.9133  12.5232 0.945608 -4.18386	-9.90623e-11     -9.89642
0.354118	0.00212249   0.112075	 35.9028  12.5167 0.940417 -4.18574	1.15558e-10    -9.89814
0.355122	0.0021248  0.112074	 35.8986  12.5132 0.938532 -4.18804	4.18162e-10    -9.89977
0.356116	0.0021486  0.112073	 35.8909   12.508 0.934782 -4.19006	-2.20049e-11     -9.90136
0.357119	0.0022001  0.112073	 35.8818  12.5022 0.930292 -4.19196	-7.70071e-11     -9.90304
0.358119	0.00209639   0.112071	 35.8711  12.4957 0.924933 -4.19372	-1.53992e-10     -9.90473
0.359118	0.00209091    0.11207	 35.8716  12.4945 0.925555 -4.19622	4.7299e-10   -9.90655
0.360116	0.00212645   0.112071	 35.8652    12.49 0.922472 -4.19823	2.26575e-10    -9.90767
0.361117	0.0021757  0.112071	 35.8525  12.4824 0.916082 -4.20001	2.32143e-10    -9.90951
0.362104	0.00210649    0.11207	 35.8427  12.4764 0.911195 -4.20173	-3.42738e-10     -9.91112
0.363118	0.00206683   0.112069	 35.8415  12.4744 0.910864   -4.204	-6.30267e-10     -9.91244
0.364122	0.00208095   0.112068	 35.8378  12.4713   0.9092 -4.20606	5.52928e-11     -9.9138
0.365119	0.00210559   0.112067	 35.8321  12.4673 0.906492 -4.20798	-2.5439e-10    -9.91564
0.366118	0.00208574   0.112066	 35.8249  12.4625 0.902985  -4.2098	-1.16139e-10     -9.91663
0.367117	0.00206315   0.112065	   35.82  12.4589 0.900693 -4.21172	4.14822e-10    -9.91799
0.368118	0.00208681   0.112064	 35.8168  12.4561 0.899288 -4.21373	2.21255e-10    -9.91927
0.369079	0.0020712  0.112064	 35.8105  12.4517 0.896192 -4.21553	4.97865e-11    -9.92065
0.370116	0.00203503   0.112063	 35.8058  12.4482 0.893975 -4.21741	-1.65965e-11     -9.92193
0.371118	0.00205052   0.112062	 35.8028  12.4456 0.892702 -4.21935	4.03871e-10    -9.92316
0.372122	0.00235005   0.112062	 35.7979   12.442 0.890378 -4.22116	2.93236e-10    -9.92441
0.373057	0.00235902   0.112061	 35.7932  12.4386 0.888149 -4.22294	1.21725e-10    -9.92561
0.374117	0.00202603   0.112059	 35.7882  12.4349  0.88574 -4.22473	-6.63979e-11     -9.92686
0.375116	0.00202182   0.112059	 35.7863  12.4328 0.884983 -4.22666	1.65998e-10    -9.92798
0.376116	0.00202449   0.112058	 35.7825  12.4299 0.883241 -4.22846	-3.0987e-10    -9.92916
0.377068	0.00232183   0.112058	 35.7781  12.4266 0.881185  -4.2302	-1.32802e-10      -9.9303
0.378115	0.0020049  0.112056	 35.7732  12.4231 0.878821 -4.23189	4.42677e-11    -9.93146
0.379118	0.00200234   0.112055	 35.7719  12.4214 0.878394 -4.23378	-1.16202e-10      -9.9325
0.380116	0.00199751   0.112055	 35.7684  12.4186 0.876788 -4.23552	-8.30004e-11     -9.93359
0.381062	0.00228815   0.112055	 35.7652  12.4159 0.875339 -4.23725	-2.04752e-10     -9.93506
0.382127	0.00201072   0.112053	 35.7621  12.4134 0.873925 -4.23897	2.21323e-10    -9.93569
0.383114	0.00200635   0.112052	 35.7577  12.4101 0.871804 -4.24059	3.43042e-10    -9.93677
0.384069	0.00198656   0.112052	 35.7549  12.4077 0.870549  -4.2423	3.20937e-10    -9.93822
0.385068	0.00211677   0.112052	 35.7535   12.406 0.870051 -4.24408	-3.87271e-10     -9.93876
0.386116	0.00196985    0.11205	 35.7507  12.4036 0.868785 -4.24574	-3.20867e-10     -9.93977
0.387118	0.00196549    0.11205	  35.748  12.4013 0.867578 -4.24738	1.05105e-10    -9.94071
0.388116	0.00196838   0.112049	 35.7461  12.3993 0.866755 -4.24905	-3.65077e-10     -9.94166
0.389069	0.00199168   0.112048	 35.7433   12.397 0.865508 -4.25066	8.84972e-11    -9.94261
0.390116	0.00194065   0.112047	 35.7396  12.3942 0.863764 -4.25223	3.09716e-10    -9.94356
0.391115	0.00194759   0.112047	 35.7394  12.3931 0.863885 -4.25393	-2.76506e-11     -9.94438
0.392115	0.00194276   0.112046	 35.7375  12.3912  0.86305 -4.25554	-2.04595e-10     -9.94526
0.393067	0.00222181   0.112046	 35.7355  12.3893 0.862212 -4.25713	3.04098e-10    -9.94612
0.394114	0.00195562   0.112045	 35.7321  12.3867   0.8606 -4.25863	1.21627e-10    -9.94702
0.395121	0.00192872   0.112044	 35.7307  12.3851 0.860074 -4.26022	2.21116e-11    -9.94787
0.396116	0.001925 0.112043	 35.7304   12.384 0.860104 -4.26184	3.37161e-10    -9.94864
0.397065	0.00219908   0.112043	 35.7288  12.3823 0.859465 -4.26339	-5.52655e-12     -9.94945
0.398123	0.00191646   0.112042	 35.7257  12.3799 0.857988 -4.26484	-2.37613e-10     -9.95031
0.399115	0.00193337   0.112041	  35.726  12.3792 0.858351 -4.26645	-3.09403e-10     -9.95101
0.400119	0.00191523   0.112041	 35.7235   12.377 0.857186 -4.26791	3.09411e-10    -9.95224
0.401069	0.00193209   0.112042	 35.7231   12.376  0.85717 -4.26945	6.10833e-11    -9.95294
0.402114	0.0019261  0.112042	 35.7184  12.3727 0.854892  -4.2709	-5.55335e-11     -9.95358
0.403118	0.00189515   0.112041	  35.717  12.3712 0.854284 -4.27235	8.88592e-11     -9.9543
0.404119	0.00189189   0.112041	  35.718  12.3709 0.855037 -4.27392	-6.66478e-11     -9.95494
0.40507	0.00192129    0.11204	 35.7171  12.3696 0.854721 -4.27537	-4.44343e-11     -9.95566
0.406122	0.00190132    0.11204	 35.7146  12.3675 0.853549 -4.27676	2.38848e-10    -9.95641
0.407116	0.00189302   0.112039	 35.7144  12.3665   0.8536 -4.27823	-2.22193e-11     -9.95707
0.408116	0.00188909   0.112039	 35.7138  12.3654 0.853447 -4.27967	-1.27766e-10     -9.95773
0.409054	0.00191716   0.112038	 35.7132  12.3643 0.853294 -4.28109	1.66666e-10    -9.95876
0.410122	0.00188509   0.112038	 35.7109  12.3624 0.852288 -4.28244	-1.44449e-10     -9.95948
0.411118	0.00185577   0.112037	 35.7119  12.3621 0.852973 -4.28389	1.38887e-10    -9.95966
0.412121	0.0018778  0.112037	 35.7131  12.3619 0.853735 -4.28534	2.77795e-10    -9.96059
0.413056	0.00192533   0.112036	 35.7113  12.3602 0.852965 -4.28667	-2.66689e-10     -9.96126
0.414115	0.00185548   0.112036	 35.7084   12.358 0.851575 -4.28795	-9.4455e-11    -9.96203
0.415076	0.00186641   0.112035	 35.7117  12.3589 0.853445 -4.28943	3.88899e-10    -9.96206
0.416116	0.00183479   0.112035	 35.7109  12.3577 0.853191 -4.29076	-7.77793e-11     -9.96265
0.417055	0.00188146   0.112035	  35.714  12.3583 0.854938 -4.29242	-2.22241e-11     -9.96361
0.418119	0.00184929   0.112034	 35.7096  12.3555 0.852795  -4.2934	2.77779e-10    -9.96385
0.419132	0.00186233   0.112034	 35.7108  12.3555 0.853601 -4.29475	3.33326e-10    -9.96432
0.420117	0.00182472   0.112033	  35.711  12.3548 0.853837 -4.29607	-4.44424e-11     -9.96484
0.42109	0.00185186   0.112033	 35.7127  12.3549 0.854839 -4.29741	1.66654e-11     -9.9653
0.422135	0.00182773   0.112032	 35.7114  12.3535 0.854302 -4.29868	-6.38822e-10     -9.96589
0.423118	0.00180085   0.112032	  35.712  12.3531 0.854754 -4.29997	-1.44424e-10     -9.96638
0.42413	0.00180724   0.112031	 35.7134  12.3532 0.855666 -4.30126	-8.33172e-11     -9.96679
0.425077	0.00203973   0.112031	 35.7138  12.3526  0.85598 -4.30253	-5.10992e-10      -9.9673
0.426119	0.00179841   0.112031	 35.7129  12.3515 0.855674 -4.30376	-3.22134e-10     -9.96785
0.427117	0.00179494    0.11203	 35.7145  12.3516 0.856645 -4.30503	2.05486e-10    -9.96824
0.428124	0.00179067    0.11203	 35.7151  12.3513 0.857095 -4.30627	6.10872e-11     -9.9687
0.429076	0.00202982    0.11203	 35.7155  12.3508 0.857414 -4.30749	-1.22167e-10     -9.96917
0.430118	0.00178197   0.112029	 35.715 12.3498 0.85727 -4.3087	4.99747e-11    -9.96969
0.431119	0.00178403   0.112029	 35.7167    12.35 0.858275 -4.30992	3.55351e-10    -9.97007
0.432118	0.0017724  0.112028	  35.717  12.3495 0.858586 -4.31112	1.33247e-10     -9.9705
0.433074	0.00200689   0.112028	  35.718  12.3494 0.859229 -4.31231	-4.55226e-10      -9.9709
0.434072	0.00178581   0.112028	 35.7177  12.3485 0.859173  -4.3135	8.3267e-11   -9.97139
0.435119	0.00177837   0.112027	 35.7185  12.3483 0.859728 -4.31467	1.99826e-10    -9.97181
0.436119	0.00176105   0.112027	 35.7191  12.3479 0.860154 -4.31584	-4.66222e-10     -9.97223
0.437076	0.00199153   0.112027	35.7208 12.3482 0.86121  -4.317	4.43976e-11    -9.97254
0.438118	0.00176994   0.112026	  35.721  12.3476 0.861407 -4.31815	1.10984e-11    -9.97298
0.439119	0.00173995   0.112026	 35.7219  12.3474 0.861977 -4.31929	-2.77436e-11     -9.97337
0.440119	0.00172896   0.112025	 35.7234  12.3476 0.862919 -4.32041	3.10695e-10    -9.97367
0.441076	0.00196548   0.112025	 35.7247  12.3477 0.863691 -4.32154	-1.44237e-10     -9.97402
0.442117	0.00172922   0.112025	 35.7248   12.347 0.863871 -4.32267	1.22035e-10    -9.97445
0.443117	0.0017257  0.112024	 35.7267  12.3475 0.864979 -4.32376	-5.9901e-10    -9.97472
0.444118	0.00172102   0.112024	 35.7277  12.3474 0.865618 -4.32486	-7.20951e-11     -9.97507
0.44511	0.00172201   0.112024	 35.7288  12.3473 0.866287 -4.32595	-3.82617e-10     -9.97543
0.446117	0.00171205   0.112023	 35.7297  12.3471 0.866869 -4.32704	-3.77027e-10     -9.97576
0.447117	0.00170746   0.112023	  35.731  12.3472 0.867668  -4.3281	3.88069e-11    -9.97607
0.448117	0.00170236   0.112023	 35.7321  12.3472 0.868375 -4.32917	-2.54985e-10     -9.97639
0.449133	0.00172052   0.112023	 35.7333  12.3473 0.869104 -4.33022	1.88444e-10     -9.9767
0.450133	0.00169405   0.112022	 35.7338  12.3468 0.869464 -4.33131	-1.33003e-10     -9.97709
0.45112	0.00169537   0.112022	 35.7357  12.3473 0.870569 -4.33231	1.16362e-10    -9.97732
0.452118	0.00170373   0.112022	 35.7366  12.3472 0.871144 -4.33334	7.20244e-11    -9.97765
0.453077	0.00192348   0.112022	 35.7374   12.347 0.871691 -4.33443	-2.10506e-10     -9.97802
0.45413	0.00168182   0.112021	 35.7394  12.3474 0.872789  -4.3354	3.21288e-10    -9.97851
0.455126	0.00167886   0.112023	 35.7406  12.3475 0.873571 -4.33642	-2.50376e-10     -9.97851
0.456117	0.00166584   0.112022	 35.7398  12.3466 0.873237 -4.33739	-3.44977e-10     -9.97894
0.457117	0.00168479   0.112022	 35.7414  12.3468 0.874174 -4.33841	2.05878e-10     -9.9792
0.458117	0.00165984   0.112022	 35.7425  12.3468 0.874817 -4.33944	3.39429e-10    -9.97952
0.459119	0.00165442   0.112022	 35.7444  12.3473 0.875912 -4.34036	-3.00481e-10     -9.97969
0.460118	0.0016494  0.112022	 35.7458  12.3475 0.876759 -4.34133	-4.78551e-10     -9.97994
0.461077	0.00185201   0.112022	 35.7472  12.3477 0.877613 -4.34229	3.67265e-10    -9.98019
0.46212	0.00164073   0.112021	 35.7482  12.3476  0.87824 -4.34331	-1.11294e-11     -9.98052
0.463117	0.00163617   0.112021	 35.7502  12.3481 0.879339  -4.3442	2.05895e-10    -9.98068
0.464118	0.00163418   0.112021	 35.7518  12.3484 0.880262 -4.34515	3.22756e-10    -9.98091
0.465128	0.0016271  0.112021	 35.7532  12.3486 0.881094 -4.34608	-2.33721e-10     -9.98114
0.466117	0.00162303   0.112021	 35.7547  12.3489 0.881994 -4.34701	-2.50416e-10     -9.98136
0.46712	0.00161688    0.11202	 35.7562  12.3491 0.882863 -4.34792	1.66944e-11    -9.98158
0.468119	0.00163608    0.11202	 35.7577  12.3494 0.883766 -4.34883	-2.55981e-10     -9.98181
0.469116	0.00161289    0.11202	 35.7589  12.3494 0.884488 -4.34983	7.79077e-11    -9.98213
0.470117	0.00160336    0.11202	 35.7608  12.3499 0.885536 -4.35066	4.4518e-10   -9.98224
0.471117	0.00160443    0.11202	 35.7624  12.3503 0.886492 -4.35153	4.67436e-10    -9.98244
0.472118	0.0016105   0.11202	 35.7636  12.3504 0.887176  -4.3524	1.39117e-10    -9.98266
0.473118	0.00158752   0.112019	  35.765  12.3505  0.88802 -4.35337	3.45008e-10    -9.98293
0.474118	0.00158069   0.112019	 35.7667   12.351 0.888998 -4.35415	-1.50243e-10     -9.98305
0.475116	0.00158895   0.112019	 35.7683  12.3513 0.889916 -4.35501	1.94755e-10    -9.98322
0.476118	0.00158412   0.112019	 35.7698  12.3515 0.890787 -4.35593	-2.22575e-11     -9.98347
0.477078	0.00156592   0.112019	 35.7714  12.3519 0.891728 -4.35678	-2.05879e-10     -9.98365
0.478116	0.00157371   0.112019	 35.7732  12.3524 0.892713 -4.35755	-8.34621e-11     -9.98377
0.479116	0.00156959   0.112019	 35.7747  12.3526  0.89362 -4.35845	8.34608e-11      -9.984
0.480116	0.00156422   0.112018	 35.7764   12.353 0.894568 -4.35929	8.90229e-11    -9.98418
0.481121	0.00154671   0.112018	  35.778  12.3534  0.89552 -4.36011	7.78931e-11    -9.98434
0.482117	0.00155478   0.112018	 35.7797  12.3539 0.896485 -4.36085	-8.34542e-11     -9.98445
0.48312	0.00153734   0.112018	 35.7814  12.3542 0.897431 -4.36174	7.78892e-11    -9.98469
0.484118	0.00155082   0.112018	 35.7831  12.3547 0.898393 -4.36246	-1.89153e-10     -9.98478
0.485119	0.00156138   0.112018	 35.7847  12.3549  0.89937 -4.36337	2.72609e-10    -9.98525
0.486117	0.00152419   0.112018	 35.7866  12.3553 0.900416 -4.36427	-2.67028e-10     -9.98525
0.487118	0.00152249   0.112018	 35.7887  12.3562 0.901571 -4.36487	-9.45674e-11     -9.98521
0.488128	0.00152196   0.112017	 35.7903  12.3566 0.902491 -4.36561	-6.67512e-11     -9.98535
0.489075	0.00152791   0.112017	 35.7915  12.3568 0.903218 -4.36637	-2.11372e-10     -9.98552
0.490127	0.00150021   0.112017	 35.7933  12.3571 0.904222 -4.36726	6.67471e-11    -9.98574
0.491117	0.0015193  0.112017	 35.7953  12.3579 0.905356  -4.3679	1.94669e-10    -9.98575
0.492131	0.00150605   0.112017	 35.7965  12.3579  0.90607 -4.36871	2.22473e-10    -9.98598
0.493076	0.0014891  0.112017	 35.7982  12.3584  0.90702 -4.36946	4.00435e-10    -9.98611
0.494117	0.00149601   0.112017	 35.7997  12.3589 0.907898  -4.3701	4.00416e-10    -9.98617
0.495116	0.00149118   0.112017	 35.8016  12.3593 0.908936 -4.37092	-2.39129e-10     -9.98637
0.496116	0.00148606   0.112017	 35.8032  12.3597 0.909893 -4.37165	-5.00481e-11     -9.98649
0.497117	0.00146948   0.112017	 35.8049  12.3602 0.910848 -4.37237	2.16866e-10    -9.98661
0.498117	0.0014759  0.112016	 35.8064  12.3606 0.911687 -4.37298	-3.66984e-10     -9.98666
0.49912	0.00147098   0.112016	 35.8083  12.3611  0.91275 -4.37378	-2.39087e-10     -9.98685
0.500116	0.00146566   0.112016	   35.81  12.3615 0.913702 -4.37448	2.83555e-10    -9.98696
0.50109	0.00162152   0.112016	 35.8116   12.362 0.914649 -4.37517	2.50197e-10    -9.98729
0.502118	0.00147074   0.112016	 35.8141  12.3629 0.916005 -4.37585	3.22442e-10    -9.98713
0.503117	0.00144792   0.112016	 35.8159  12.3632 0.917023 -4.37665	1.66774e-11    -9.98733
0.504074	0.00159942   0.112016	 35.8171  12.3636 0.917706 -4.37717	-4.44702e-11     -9.98733
0.505114	0.00143835   0.112016	35.8187 12.3641 0.91862 -4.3778	6.6702e-11   -9.98742
0.506119	0.00142752   0.112016	 35.8204  12.3646 0.919578  -4.3785	3.22376e-10    -9.98753
0.507116	0.00143522   0.112016	 35.8219   12.365 0.920435  -4.3791	2.3899e-10   -9.98759
0.50812	0.00141839   0.112016	 35.8239  12.3655 0.921576 -4.37988	5.55766e-11    -9.98778
0.509077	0.00156456   0.112016	 35.8252  12.3659 0.922282  -4.3804	-8.33599e-11     -9.98779
0.510119	0.0014086  0.112016	 35.8274  12.3665 0.923518 -4.38121	1.00028e-10    -9.98799
0.511119	0.0014032  0.112016	 35.8284  12.3668 0.924086 -4.38166	5.11219e-10    -9.98798
0.512133	0.00139828   0.112015	   35.83  12.3673 0.925018 -4.38229	1.72249e-10    -9.98807
0.513136	0.0013934  0.112015	 35.8316  12.3677 0.925912  -4.3829	1.66683e-10    -9.98814
0.514118	0.00138832   0.112015	 35.8332  12.3682 0.926836 -4.38352	-5.00023e-11     -9.98824
0.515123	0.00138352   0.112015	 35.8349  12.3687 0.927759 -4.38413	-1.1111e-10    -9.98832
0.516119	0.00137871   0.112015	 35.8364  12.3691 0.928622 -4.38472	2.44428e-10     -9.9884
